Persona,graduated
Giacomo_Casoni,yes
Paolo_Treves,yes
Francesco_Napolitano,yes
Egidio_Ferrara,yes
Raffaele_Pio_Petrilli,yes
Adolfo_Quintieri,yes
Luigi_De_Filpo,yes
Alcide_Malagugini,yes
Carlo_Buzzi,yes
Alessandro_Coppi,yes
Celeste_Bastianetto,yes
Giovanni_Cuomo,yes
Giuseppe_Notarianni,yes
Francesco_Cocco_Ortu,yes
Francesco_Chieffi,yes
Marziano_Guglielminetti,yes
Francesco_Aurelio_Di_Bella,yes
Giovanni_Bovetti,yes
Mario_Berlinguer,yes
Luigi_Meda,yes
Ezio_Vigorelli,yes
Fortunato_Calcagno,yes
Vito_Giuseppe_Galati,yes
Giovanni_Carignani,yes
Tarcisio_Pacati,yes
Antonio_Molinaroli,yes
Italo_Giulio_Caiati,yes
Vincenzo_Bavaro,yes
Ferdinando_Tambroni_Armaroli,yes
Enrico_Grazi,yes
Olindo_Preziosi,yes
Guido_Faletra,yes
Guido_Bernardi,yes
Giuseppe_Ferrandi,yes
Michele_De_Capua,yes
Alberto_Cavaliere,yes
Nicola_La_Gravinese,yes
Umberto_Calosso,yes
Giuseppe_Calabro',yes
Giuseppe_De_Falco,yes
Ezio_Coppa,yes
Letterio_La_Spada,yes
Dino_Penazzato,yes
Luigi_Cacciatore,yes
Vincenzo_Selvaggi,yes
Giulio_Marazzina,yes
Giovanni_Caso,yes
Costante_Bianchi,yes
Massimo_Del_Fante,yes
Guido_Mussini,yes
Raffaele_Resta,yes
Giovanni_Palazzolo,yes
Enrico_Sparapani,yes
Ludovico_Sicignano,yes
Francesco_Caroleo,yes
Guglielmo_Schiratti,yes
Raffaele_Merloni,yes
Aldo_Enzo_Pignatari,yes
Gino_Pieri,yes
Vincenzo_Sangalli,yes
Luigi_Chatrian,yes
Ugo_Rodino',yes
Angelo_Corsi,yes
Cesare_Dami,yes
Mario_Ceravolo,yes
Alcide_De_Gasperi,yes
Pietro_Germani,yes
Enrico_Tosi,yes
Riccardo_Ferrari,yes
Michele_Enrico_Marotta,yes
Gino_Beltrame,yes
Mario_Ricciardi,yes
Vittorio_Bosco_Lucarelli,yes
Antonino_Dante,yes
Biagio_Ando',yes
Pasquale_Cortese,yes
Giulio_Caradonna,yes
Mario_Alicata,yes
Domenico_Spoleti,yes
Gaetano_Martino,yes
Corrado_Terranova,yes
Paolo_Alfonso_Farinet,yes
Giovanni_Cartia,yes
Giovanni_Tonetti,yes
Teodoro_Bubbio,yes
Raffaele_Recca,yes
Mario_Cevolotto,yes
Attilio_Salvatore,yes
Emanuele_Guerrieri,yes
Giovanni_Battista_Pera,yes
Michele_Valenti,yes
Antonio_Cariglia,yes
Fausto_Pecorari,yes
Felice_Platone,yes
Enrico_Medi,yes
Antonio_Ferrarese,yes
Giuseppe_Caroli,yes
Giovanni_Tanasco,yes
Rodolfo_Vicentini,yes
Tommaso_Leonetti,yes
Domenico_Larussa,yes
Stellio_Lozza,yes
Edoardo_Clerici,yes
Antonio_Guariento,yes
Valdo_Fusi,yes
Giorgio_Almirante,yes
Franco_Busetto,yes
Antonino_Giuseppe_Buttafuoco,yes
Nicola_Cariota_Ferrara,yes
Salvatore_Cottoni,yes
Giovambattista_Fanales,yes
Alberto_Guidi,yes
Giovanni_Buzzoni,yes
Salvatore_Sanfilippo,yes
Narciso_Sciolis,yes
Paolo_Cabras,yes
Manlio_Livio_Cassandro,yes
Luigi_Caiazza,yes
Vincenzo_Gagliardi,yes
Nicola_Pistelli,yes
Vittorio_Calvetti,yes
Vittorio_Zincone,yes
Antonio_Enrico_Canepa,yes
Sergio_Morgana,yes
Francesco_Ferrari,yes
Raffaele_Leone,yes
Alfredo_Cucco,yes
Francesco_Taormina,yes
Filippo_Anfuso,yes
Umberto_Cardia,yes
Nicola_Galdo,yes
Egidio_Carenini,yes
Cesare_Degli_Occhi,yes
Guido_Merizzi,yes
Alberto_Mario_Carocci,yes
Mario_Jannelli,yes
Gennaro_Villelli,yes
Antonio_Berardi,yes
Antonio_Bodrito,yes
Antonio_Zoboli,yes
Bruno_Romano,yes
Antonio_Messeni_Nemagna,yes
Virgilio_Ferrari,yes
Enzo_Poli,yes
Ludovico_Angelini,yes
Alfredo_Crocco,yes
Gianuario_Carta,yes
Giulio_Coli,yes
Palmiro_Togliatti,yes
Romolo_Diecidue,yes
Roberto_Cantalupo,yes
Alessandro_Gatta,yes
Antonio_Caruso,yes
Benedetto_Del_Castillo,yes
Gerardo_Bruni,yes
Raffaele_De_Grada,yes
Ugo_Bartesaghi,yes
Ambrogio_Viale,yes
Gennaro_Miceli,yes
Francesco_Restivo,yes
Paolo_Allegra,yes
Giovanni_Amabile,yes
Alfonso_Ambrosino,yes
Angelo_Castelli,yes
Gaetano_Arfe',yes
Angelo_Armella,yes
Mario_Arnone,yes
Aimone_Balbo_Di_Vinadio,yes
Augusto_Antonio_Barbera,yes
Albertino_Castellucci,yes
Enzo_Bartocci,yes
Piero_Bassetti,yes
Vinicio_Bernardini,yes
Mario_Bolognari,yes
Andrea_Borri,yes
Andrea_Borruso,yes
Beniamino_Brocca,yes
Antonino_Brusca,yes
Nicola_Cataldo,yes
Massimo_Cacciari,yes
Mario_Campagnoli,yes
Giancarlo_Cantelmi,yes
Lorenzo_Cappelli,yes
Guido_Cappelloni,yes
Nicola_Capria,yes
Guido_Carandini,yes
Rodolfo_Carelli,yes
Giovanni_Battista_Carlassara,yes
Ignazio_Caruso,yes
Francesco_Casati,yes
Vittore_Catella,yes
Giuseppe_Castoldi,yes
Adriano_Cerquetti,yes
Gianluca_Cerrina_Feroni,yes
Leonardo_Ciannamea,yes
Fabrizio_Cicchitto,yes
Lorenzo_Cirasino,yes
Fortunato_Aloi,yes
Paolo_Cirino_Pomicino,yes
Francesco_Cattanei,yes
Severino_Citaristi,yes
Ezio_Citterio,yes
Giulio_Colomba,yes
Flavio_Colonna,yes
Antonio_Conte,yes
Raffaele_Costa,yes
Stefano_Cavaliere,yes
Clelio_Darida,yes
Olindo_Del_Donno,yes
Gianni_De_Michelis,yes
Guido_Ceccherini,yes
Giuseppe_Fornasari,yes
Francesco_Giuliari,yes
Benito_Cerra,yes
Silvano_Labriola,yes
Girolamo_La_Penna,yes
Pino_Leccisi,yes
Pietro_Cerullo,yes
Antonino_Lombardo,yes
Pietro_Longo,yes
Giuseppe_Lucchesi,yes
Giorgio_Macciotta,yes
Piergiovanni_Malvestio,yes
Vittorio_Cervone,yes
Calogero_Mannino,yes
Mario_Clemente_Mastella,yes
Marino_Corder,yes
Paolo_De_Caro,yes
Massimo_De_Carolis,yes
Vincenzo_De_Cosmo,yes
Michele_De_Gregorio,yes
Giovanni_Del_Rio,yes
Alfredo_De_Poi,yes
Camillo_Federico,yes
Silvestro_Andreino_Ferrari,yes
Costantino_Formica,yes
Raffaele_Garzia,yes
Natalino_Gatti,yes
Massimo_Gorla,yes
Natale_Gottardo,yes
Giovancarlo_Iozzelli,yes
Bruno_Kessler,yes
Giuseppe_Manfredi,yes
Salvatore_Mannuzzu,yes
Alfredo_Marraffini,yes
Giuseppe_Marton,yes
Francesco_Martorelli,yes
Vitilio_Masiello,yes
Antonio_Matarrese,yes
Mauro_Mellini,yes
Bruno_Orsini,yes
Giacinto_Pannella,yes
Costante_Portatadino,yes
Luigi_Rossi_Di_Montelera,yes
Emilio_Rubbi,yes
Gaspare_Saladino,yes
Giosue'_Salomone,yes
Nicolamaria_Sanese,yes
Martino_Scovacricchi,yes
Mariotto_Giovanni_Battista_Segni,yes
Giuliano_Silvestri,yes
Mario_Tassone,yes
Antonio_Testa,yes
Bartolomeo_Ciccardini,yes
Mario_Usellini,yes
Carlo_Vizzini,yes
Antonino_Zaniboni,yes
Valerio_Zanone,yes
Giovanni_Zarro,yes
Renato_Altissimo,yes
Giovanni_Ferrari,yes
Giuseppe_Alpino,yes
Gherardo_Taddia,yes
Giuseppe_Muscariello,yes
Giacomo_De_Palma,yes
Agostino_Pavan,yes
Arturo_Marzano,yes
Ludovico_Camangi,yes
Calogero_Volpe,yes
Oreste_Lizzadri,yes
Samuele_Andreucci,yes
Luigi_Passoni,yes
Amerigo_Bottai,yes
Franco_Coccia,yes
Calogero_Di_Gloria,yes
Ugo_Napoli,yes
Vittorio_Martuscelli,yes
Luigi_Cerutti,yes
Giancarlo_Morelli,yes
Giorgio_Tupini,yes
Francesco_Infantino,yes
Venerio_Cattani,yes
Guido_Grimaldi,yes
Ado_Guido_Di_Mauro,yes
Lamberto_Bertucci,yes
Giovanni_D'antonio,yes
Francesco_Barbaccia,yes
Giuseppe_Codacci_Pisanelli,yes
Francesco_Pignatone,yes
Gianmario_Vianello,yes
Antonio_Pignedoli,yes
Domenico_Ceravolo,yes
Gualtiero_Driussi,yes
Cosimo_Abate,yes
Amaele_Abbiati,yes
Gelasio_Adamoli,yes
Alessandro_Agrimi,yes
Emilio_Colombo,yes
Francesco_Albertini,yes
Fausto_Amodei,yes
Armando_Angelini,yes
Egidio_Ariosto,yes
Elio_Ballesi,yes
Lelio_Basso,yes
Giuseppe_Belotti,yes
Luigi_Berlinguer,yes
Marzio_Bernardinetti,yes
Gaetano_Berretta,yes
Ermenegildo_Bertola,yes
Alfredo_Berzanti,yes
Giuseppe_Maria_Bettiol,yes
Francantonio_Biaggi,yes
Nullo_Biaggi,yes
Fausto_Bisantis,yes
Franco_Boiardi,yes
Antonio_Brizioli,yes
Giuseppe_Brusasca,yes
Gioacchino_Meneghetti,yes
Vincenzo_Mezzogiorno,yes
Emilio_Chanoux,yes
Gianpaolo_Mora,yes
Gaetano_Morazzoni,yes
Paolo_Enrico_Moro,yes
Enrico_Novellini,yes
Franco_Orione,yes
Fulvio_Palopoli,yes
Giuseppe_Antonio_Chiarante,yes
Claudio_Pontello,yes
Giovanni_Porcellana,yes
Piero_Pratesi,yes
Alberto_Presutti,yes
Francesco_Quattrone,yes
Giuseppe_Quieti,yes
Edmondo_Raffaelli,yes
Raimondo_Ricci,yes
Vitale_Robaldo,yes
Luigi_Spaventa,yes
Carlo_Squeri,yes
Giangiacomo_Tessari,yes
Giorgio_Tombesi,yes
Nicola_Vernola,yes
Rosario_Villari,yes
Michele_Zuccala',yes
Guglielmo_Zucconi,yes
Giuseppe_Cittadini,yes
Fabio_Maria_Ciuffini,yes
Marco_Bertoli,yes
Alberto_Spigaroli,yes
Angelo_Ciavarella,yes
Giovannino_Fiori,yes
Pompeo_Colajanni,yes
Tullio_Benedetti,yes
Michele_Columbu,yes
Giuseppe_Amadei,yes
Enzo_Capalozza,yes
Antonio_Capua,yes
Franco_Concas,yes
Adriano_Ciaffi,yes
Gennaro_Cassiani,yes
Tristano_Codignola,yes
Arnaldo_Colleselli,yes
Carlo_Colonna_Di_Paliano,yes
Luigi_Conte,yes
Achille_Corona,yes
Antonio_Cremisini,yes
Luciano_Dal_Falco,yes
Luigi_D'amato,yes
Umberto_Delle_Fave,yes
Luigi_De_Michele,yes
Antonio_De_Vito,yes
Giuseppe_Cortese,yes
Salvatore_Di_Benedetto,yes
Giuseppe_Di_Prisco,yes
Mario_Dosi,yes
Giuseppe_Ermini,yes
Giuseppe_Fracassi,yes
Carlo_Francavilla,yes
Giacinto_Froggio,yes
Giuseppe_Garlato,yes
Eugenio_Gatto,yes
Giovanni_Battista_Gianquinto,yes
Giovanni_Giraudo,yes
Mario_Gomez_D'ayala,yes
Guido_Gonella,yes
Ermanno_Gorrieri,yes
Giovanni_Gronchi,yes
Angelo_Raffaele_Jervolino,yes
Federico_Kuntze,yes
Edgardo_Lami_Starnuti,yes
Antonino_La_Russa,yes
Domenico_Latanza,yes
Aldo_Amadeo,yes
Ubaldo_Lopardi,yes
Benedetto_Cottone,yes
Alfredo_Covelli,yes
Lodovico_Montini,yes
Alberico_Motolese,yes
Filippo_Murdaca,yes
Luciano_Paolicchi,yes
Antonio_Pecoraro,yes
Giuseppe_Pella,yes
Giuseppe_Pellegrino,yes
Antonio_Pesenti,yes
Paride_Piasenti,yes
Attilio_Piccioni,yes
Giovanni_Pieraccini,yes
Gaspare_Pignatelli,yes
Ignazio_Pirastu,yes
Costantino_Preziosi,yes
Vittorio_Pugliese,yes
Camillo_Ripamonti,yes
Mario_Roffi,yes
Carlo_Ronza,yes
Emilio_Rosini,yes
Remo_Sammartino,yes
Giuseppe_Saragat,yes
Adolfo_Sarti,yes
Giovanni_Battista_Scaglia,yes
Mario_Scelba,yes
Fernando_Schiavetti,yes
Giulio_Andreotti,yes
Matteo_Brigandi',yes
Antonio_Cabras,yes
Francesco_De_Martino,yes
Antonio_Di_Pietro,yes
Antonio_Falomi,yes
Amintore_Fanfani,yes
Bruno_Ferrari,yes
Sergio_Gambini,yes
Francesco_Compagna,yes
Giorgio_Canestri,yes
Dante_Cappello,yes
Gerardo_Chiaromonte,yes
Ezequiel_Stefano_Carrara_Sutour,yes
Gaetano_Cingari,yes
Napoleone_Colajanni,yes
Renato_Cora',yes
Giovanni_Battista_Dagnino,yes
Simone_De_Florio,yes
Dino_De_Poli,yes
Ubaldo_De_Ponti,yes
Fabiano_De_Zan,yes
Eny_Nicola_Di_Lisa,yes
Sebastiano_Di_Lorenzo,yes
Bruno_Corti,yes
Annibale_Fada,yes
Vittorio_Galluzzi,yes
Claudio_Bruno_Corvatta,yes
Giovanni_Gatti,yes
Enrico_Ghio,yes
Giorgio_Granzotto,yes
Giangiacomo_Lattanzi,yes
Luciano_Lenti,yes
Giulio_Leopardi_Dittaiuti,yes
Bruno_Lepre,yes
Nicola_Cotecchia,yes
Giovannino_Loreti,yes
Franco_Luberti,yes
Giordano_Marchiani,yes
Neri_Marraccini,yes
Raffaele_Mascolo,yes
Giuseppe_Matarrese,yes
Italo_Mazzola,yes
Renzo_Nicolini,yes
Vittorio_Orilia,yes
Pietro_Pala,yes
Tomaso_Palmiotti,yes
Ugo_Perinelli,yes
Michele_Gaetano_Pierangeli,yes
Cesare_Salvatore_Pirisi,yes
Antonino_Piscitello,yes
Vito_Cusumano,yes
Vito_Raia,yes
Giuseppe_D'alema,yes
Walter_Sabadini,yes
Giuseppe_Sasso,yes
Eugenio_Scalfari,yes
Corrado_Scardavilla,yes
Michelangelo_Dall'armellina,yes
Michele_Scianatico,yes
Franco_Castiglione,yes
Vittorino_Colombo,yes
Ludovico_Corrao,yes
Francesco_Cossiga,yes
Antonino_Cuffaro,yes
Germano_De_Cinque,yes
Cesare_Dujany,yes
Giovanni_Angelo_Fontana,yes
Antonio_Guarra,yes
Enrico_La_Loggia,yes
Luciano_Lama,yes
Giovanni_Leone,yes
Lucio_Libertini,yes
Ernesto_Maggi,yes
Cesare_Marini,yes
Giuseppe_Spataro,yes
Carlo_Merolli,yes
Adalberto_Minucci,yes
Andrea_Papini,yes
Riccardo_Pedrizzi,yes
Enrico_Pianetta,yes
Angelo_Picano,yes
Flaminio_Piccoli,yes
Luigi_Ramponi,yes
Giovanni_Ricevuto,yes
Roland_Riz,yes
Ettore_Spora,yes
Ettore_Romoli,yes
Maurizio_Ronconi,yes
Sergio_Rossi,yes
Vincenzo_Russo,yes
Antonio_Serena,yes
Paolo_Emilio_Taviani,yes
Giuseppe_Valentino,yes
Giuseppe_Carlo_Ferdinando_Vegas,yes
Cosimo_Ventucci,yes
Saverio_Vertone_Grimaldi,yes
Giorgio_Amendola,yes
Giuliano_Zoso,yes
Francesco_Tagliarini,yes
Rodolfo_Tambroni_Armaroli,yes
Alfonso_Tesauro,yes
Karl_Tinzl,yes
Giulio_Bruno_Togni,yes
Bruno_Trentin,yes
Ferdinando_Vacchetta,yes
Karl_Vaja,yes
Dario_Valori,yes
Domenico_Valori,yes
Athos_Valsecchi,yes
Giuseppe_Vedovato,yes
Gaetano_Vigo,yes
Friedrich_Volgger,yes
Lanfranco_Zucalli,yes
Faustino_Zugno,yes
Raffaele_Camba,yes
Emanuele_Terrana,yes
Fabrizio_Abbate,yes
Giancarlo_Abete,yes
Saverio_D'aquino,yes
Guido_Alberini,yes
Raffaele_Allocca,yes
Salvatore_Ando',yes
Giuseppe_Andreoli,yes
Lino_Armellin,yes
Bernardo_D'arezzo,yes
Giuseppe_Astone,yes
Giacomo_Sebastiano_Augello,yes
Nello_Balestracci,yes
Piero_Angelo_Balzardi,yes
Franco_Bassanini,yes
Alfredo_Biondi,yes
Tommaso_Bisagno,yes
Marco_Boato,yes
Francesco_Bruni,yes
Paolo_Caccia,yes
Danilo_De'_Cocci,yes
Carlo_Casini,yes
Carmelo_Conte,yes
Tullio_Abelli,yes
Felice_Contu,yes
Costante_Degan,yes
Paris_Dell'unto,yes
Francesco_Amodio,yes
Antonio_Del_Duca,yes
Filippo_Fiandrotti,yes
Publio_Fiori,yes
Donato_Mario_De_Leonardis,yes
Raffaele_Delfino,yes
Tarcisio_Gitti,yes
Ugo_Grippo,yes
Libero_Della_Briotta,yes
Giuseppe_La_Ganga,yes
Lelio_Lagorio,yes
Claudio_Lenoci,yes
Giuseppe_Leone,yes
Antonino_Macaluso,yes
Renato_Dell'andro,yes
Claudio_Martelli,yes
Vincenzo_La_Russa,yes
Ferdinando_Marinelli,yes
Aldo_Masullo,yes
Francesco_Mazzola,yes
Giorgio_Ruffolo,yes
Giovanni_Spadolini,yes
Bruno_Visentini,yes
Giuseppe_Antonio_Dal_Maso,yes
Carlo_Aristide_Dal_Sasso,yes
Francesco_De_Cataldo,yes
Ennio_D'aniello,yes
Aldo_Ajello,yes
Alberto_Asor_Rosa,yes
Pietro_Barcellona,yes
Giovanni_Bettini,yes
Ilario_Bianco,yes
Sergio_De_Carneri,yes
Italo_Briccola,yes
Luca_Cafiero,yes
Giovanni_Caravita,yes
Mario_Casalinuovo,yes
Mario_Catalano,yes
Gianni_Cerioni,yes
Enea_Cerquetti,yes
Carlo_Chirico,yes
Marcello_Crivellini,yes
Rocco_Curcio,yes
Giorgio_Ferrari,yes
Franco_Ferri,yes
Francesco_Forte,yes
Hubert_Frasnelli,yes
Carlo_Galante_Garrone,yes
Alberto_Garocchio,yes
Giovanni_Giudice,yes
Mario_Bruno_Lagana',yes
Lodovico_Ligato,yes
Roberto_Liotti,yes
Francesco_Loda,yes
Francesco_Macis,yes
Ferruccio_De_Lorenzo,yes
Roberto_Palleschi,yes
Antonio_Parlato,yes
Antonio_Del_Pennino,yes
Renzo_Patria,yes
Damiano_Poti',yes
Beniamino_De_Maria,yes
Girolamo_Rallo,yes
Giuseppe_Reina,yes
Aldo_Rizzo,yes
Stefano_Rodota',yes
Alberto_Rossi,yes
Giuseppe_Russo,yes
Raffaele_Russo,yes
Maurizio_Sacconi,yes
Ernesto_De_Marzio,yes
Valdo_Spini,yes
Tomaso_Staiti_Di_Cuddia_Delle_Chiuse,yes
Egidio_Sterpa,yes
Domenico_Susi,yes
Gustavo_De_Meo,yes
Antonio_Tancredi,yes
Giuseppe_Tatarella,yes
Massimo_Teodori,yes
Luciano_Violante,yes
Michl_Ebner,yes
Famiano_Crucianelli,yes
Luigi_Ciriaco_De_Mita,yes
Giorgio_Annibale_Franceschini,yes
Giorgio_De_Sabbata,yes
Alberto_Alessi,yes
Francesco_Corleone,yes
Giuseppe_Calderisi,yes
Paolo_Antonio_Mario_Agostinacchio,yes
Egidio_Alagna,yes
Natalino_Di_Giannantonio,yes
Giuliano_Amato,yes
Beniamino_Andreatta,yes
Piero_Mario_Angelini,yes
Francesco_Auleta,yes
Luciano_Azzolini,yes
Francesco_Barbalace,yes
Paolo_Battistuzzi,yes
Luigi_Benevelli,yes
Giovanni_Carlo_Bianchini,yes
Andrea_Bonetti,yes
Francesco_Cafarelli,yes
Franco_Calamida,yes
Mario_Capanna,yes
Filippo_Caria,yes
Gaetano_Di_Leo,yes
Giovanni_Carrus,yes
Pier_Ferdinando_Casini,yes
Guglielmo_Castagnetti,yes
Mario_Chella,yes
Giovanni_Andreoni,yes
Graziano_Ciocia,yes
Gaetano_Di_Marino,yes
Giovanni_Cobellis,yes
Ottaviano_Colzi,yes
Hubert_Corsi,yes
Ferdinando_Di_Nardo,yes
Francesco_Curci,yes
Florindo_D'aimmo,yes
Michele_D'ambrosio,yes
Mario_D'acquisto,yes
Paolo_Del_Mese,yes
Francesco_De_Lorenzo,yes
Stefano_De_Luca,yes
Emilio_Mario_De_Rose,yes
Giulio_Di_Donato,yes
Pasquale_Diglio,yes
Giuseppe_Di_Vagno,yes
Gianfranco_Fini,yes
Filippo_Fiorino,yes
Salvatore_Formica,yes
Gianluigi_Melega,yes
Gustavo_Minervini,yes
Domenico_Napoletano,yes
Vittorio_Olcese,yes
Pierluigi_Onorato,yes
Aldo_Pastore,yes
Giuseppe_Pernice,yes
Raffaello_Rubino,yes
Edoardo_Sanguineti,yes
Alessandro_Scaiola,yes
Michele_Scozia,yes
Nicola_Trotta,yes
Antonio_Ventre,yes
Marcello_Zanfagna,yes
Cesare_Zappulli,yes
Pietro_Emilio_Antonio_Ichino,yes
Antonio_Carpino,yes
Giuseppe_Rippa,yes
Riccardo_Romano,yes
Roberto_Confalonieri,yes
Alfredo_Arpaia,yes
Ernesto_Di_Fresco,yes
Paolo_Caviglia,yes
Nino_Alberto_Arbasino,yes
Italo_Becchetti,yes
Vincenzo_Bianchi_Di_Lavagna,yes
Angelo_Bonfiglio,yes
Bruno_Bosco,yes
Fernando_Di_Giulio,yes
Emanuele_Cardinale,yes
Michele_Cifarelli,yes
Mario_Luigi_Columba,yes
Paolo_Correale,yes
Giorgio_Da_Mommio,yes
Carlo_Di_Re,yes
Giuseppe_Facchetti,yes
Giovanni_Forner,yes
Giuseppe_Galasso,yes
Gaetano_Gorgoni,yes
Luciano_Guerzoni,yes
Ugo_Intini,yes
Antonino_Drago,yes
Silvio_Lega,yes
Oreste_Lodigiani,yes
Angelo_Manna,yes
Fermo_Mino_Martinazzoli,yes
Biagio_Marzo,yes
Sergio_Mattarella,yes
Antonio_Mazzone,yes
Giorgio_Medri,yes
Salvatore_Meleleo,yes
Savino_Melillo,yes
Giovanni_Elkan,yes
Antonio_Mundo,yes
Renato_Nicolini,yes
Benedetto_Vincenzo_Nicotra,yes
Francesco_Nucara,yes
Ettore_Paganelli,yes
Antonio_Patuelli,yes
Gerolamo_Pellicano',yes
Edilio_Petrocelli,yes
Gabriele_Piermartini,yes
Gianpaolo_Pillitteri,yes
Matteo_Piredda,yes
Franco_Piro,yes
Danilo_Poggiolini,yes
Nicola_Quarta,yes
Renato_Ravasio,yes
Luciano_Rebulla,yes
Romeo_Ricciuti,yes
Domenico_Romano,yes
Giacomo_Rosini,yes
Francesco_Russo,yes
Gabriele_Salerno,yes
Salvatore_Sanfilippo,yes
Francesco_Sapio,yes
Giuseppe_Saretta,yes
Gastone_Savio,yes
Guglielmo_Scarlato,yes
Carlo_Senaldi,yes
Sergio_Soave,yes
Pietro_Soddu,yes
Vincenzo_Sorice,yes
Gianfranco_Spadaccia,yes
Lucio_Strumendo,yes
Gianni_Tamino,yes
Felice_Trabacchi,yes
Franco_Trappoli,yes
Giuseppe_Vacca,yes
Vincenzo_Alfonso_Visco,yes
Vincenzo_Viti,yes
Amedeo_Zampieri,yes
Renato_Zangheri,yes
Michele_Ciafardini,yes
Guido_Martino,yes
Lorenzo_Ciocci,yes
Gastone_Parigi,yes
Giuseppe_Demitry,yes
Sergio_Augusto_Stanzani_Ghedini,yes
Giancarlo_Galli,yes
Giuseppe_Abozzi,yes
Salvatore_Aldisio,yes
Ezio_Amadeo,yes
Mario_Ferrari_Aggradi,yes
Alessandro_Arcangeli,yes
Giuseppe_Bagnera,yes
Giorgio_Bardanzellu,yes
Carlo_Bertazzoni,yes
Virginio_Bertinelli,yes
Giambattista_Bosco_Lucarelli,yes
Giacomo_Brodolini,yes
Pietro_Bulloni,yes
Edmondo_Caccuri,yes
Piero_Calamandrei,yes
Pietro_Campilli,yes
Giuseppe_Cappi,yes
Benedetto_Carratelli,yes
Giuseppe_Castelli_Avolio,yes
Mauro_Ferri,yes
Luigi_Castiglione,yes
Antonio_Cavalli,yes
Francesco_Cerabona,yes
Roberto_Cessi,yes
Raffaele_Chiarolanza,yes
Antonio_Cifaldi,yes
Domenico_Coggiola,yes
Carlo_Colognatti,yes
Italo_Cornia,yes
Gastone_Costa,yes
Roberto_Cuzzaniti,yes
Raffaele_De_Caro,yes
Antonio_Alberti,yes
Ugo_Della_Seta,yes
Florestano_Di_Fausto,yes
Francesco_Maria_Dominedo',yes
Ezio_Donatini,yes
Giuseppe_Dossetti,yes
Domenico_Emanuelli,yes
Aldo_Fascetti,yes
Carlo_Fusaro,yes
Salvatore_Genova,yes
Antonino_Germana',yes
Luigi_Gioia,yes
Giovanni_Grottola,yes
Alberto_Manchinu,yes
Angelo_Mancuso,yes
Mario_Melis,yes
Mario_Monducci,yes
Nicola_Monfredi,yes
Giorgio_Nebbia,yes
Antonio_Negri,yes
Enzo_Erminero,yes
Pasquale_Perugini,yes
Lucio_Pisani,yes
Gianugo_Polesello,yes
Francesco_Fabbri,yes
Stefano_Rossattini,yes
Giovanni_Salatiello,yes
Renzo_Santini,yes
Salvatore_Fausto_Fagone,yes
Nicola_Scaglione,yes
Achille_Tramarin,yes
Carlo_Felici,yes
Luigi_Dino_Felisetti,yes
Tommaso_Alibrandi,yes
Antonio_De_Gregorio,yes
Alberto_Ferioli,yes
Mario_Pinna,yes
Bortolo_Mainardi,yes
Francesco_Quintavalla,yes
Aldo_Tenaglia,yes
Angiolo_Bandinelli,yes
Giampaolo_Fatale,yes
Andrea_Manna,yes
Enrico_Endrich,yes
Mario_Fioret,yes
Fulvio_Fabbri,yes
Aldo_Fedeli,yes
Domenico_Ferrara,yes
Emanuele_Ferraris,yes
Pietro_Ferreri,yes
Andrea_Finocchiaro_Aprile,yes
Gaetano_Fiorentino,yes
Giuseppe_Firrao,yes
Alberto_Fogagnolo,yes
Piero_Fornara,yes
Armando_Fresa,yes
Luigi_Camillo_Fumagalli,yes
Giuseppe_Fuschini,yes
Francesco_Geraci,yes
Giovanni_Ghirotti,yes
Guglielmo_Ghislandi,yes
Giuseppe_Giammarco,yes
Alberto_Giovannini,yes
Paolo_Greco,yes
Umberto_Grilli,yes
Otto_Guggenberg,yes
Pasquale_Improta,yes
Pasquale_Lagravinese,yes
Raffaele_Lettieri,yes
Girolamo_Li_Causi,yes
Arnaldo_Forlani,yes
Pietro_Lizier,yes
Mario_Longhena,yes
Gino_Macrelli,yes
Salvatore_Mannironi,yes
Achille_Marazza,yes
Concetto_Marchesi,yes
Pasquale_Marconi,yes
Francesco_Marinaro,yes
Achille_Marzarotto,yes
Gesumino_Mastino,yes
Ottavio_Mastrojanni,yes
Giuseppe_Micheli,yes
Giuseppe_Emanuele_Modigliani,yes
Francesco_Musotto,yes
Franco_Foschi,yes
Virgilio_Nasi,yes
Raffaele_Numeroso,yes
Camillo_Orlando,yes
Carlo_Fracanzani,yes
Achille_Pellizzari,yes
Tomaso_Perassi,yes
Bruno_Fracchia,yes
Giovanni_Ponti,yes
Renato_Puoti,yes
Quinto_Quintieri,yes
Vincenzo_Rivera,yes
Franco_Franchi,yes
Giuseppe_Romita,yes
Enrico_Roselli,yes
Luigi_Renato_Sansone,yes
Mario_Segala,yes
Antonio_Segni,yes
Ferdinando_Targetti,yes
Aventino_Frau,yes
Martino_Trulli,yes
Olindo_Vernocchi,yes
Oberdan_Vigna,yes
Bruno_Villabruna,yes
Giuseppe_Alberti,yes
Giuseppe_Ayroldi_Carissimo,yes
Leopoldo_Baracco,yes
Ezio_Bartalini,yes
Carlo_Bassano,yes
Giuseppe_Salvatore_Bellusci,yes
Tullio_Benedetti,yes
Bruno_Bernabei,yes
Ferdinando_Bernini,yes
Giovanni_Bertini,yes
Giovanni_Battista_Bertone,yes
Alessandro_Bocconi,yes
Ivanoe_Bonomi,yes
Giulio_Bordon,yes
