Persona,graduated
Giuseppe_Soriero,yes
Francesco_Speranza,yes
Bruno_Tabacci,yes
Riccardo_Lombardi,yes
Raffaele_Tiscar,yes
Paolo_Tuffi,yes
Lanfranco_Turci,yes
Sauro_Turroni,yes
Salvatore_Varriale,yes
Nicola_Vendola,yes
Elio_Vito,yes
Giovanni_Lamanna,yes
Nicola_Lapenta,yes
Pio_La_Torre,yes
Renato_Ascari_Raccagni,yes
Vito_Vittorio_Lenoci,yes
Silvio_Leonardi,yes
Nicola_Lettieri,yes
Pietro_Lezzi,yes
Salvatore_Lima,yes
Ettore_Lindner,yes
Franco_Assante,yes
Giovanni_Lombardi,yes
Guido_Lo_Porto,yes
Giampaolo_Vittorio_Elio_D'andrea,yes
Luca_Antonio_Cangemi,yes
Antonino_Borruso,yes
Lorenzo_Acquarone,yes
Ferdinando_Adornato,yes
Andrea_Agnaletti,yes
Mauro_Agostini,yes
Giovanni_Alemanno,yes
Francesco_Aloisio,yes
Francesco_Maria_Amoruso,yes
Paolo_Arata,yes
Giuseppe_Arlacchi,yes
Luca_Azzano_Cantarutti,yes
Mario_Baccini,yes
Giacomo_Baiamonte,yes
Guido_Baldo_Baldi,yes
Edouard_Ballaman,yes
Giuseppe_Antonio_Barbieri,yes
Francesco_Michele_Barra,yes
Domenico_Antonio_Basile,yes
Giuseppe_Lupis,yes
Emanuele_Basile,yes
Vincenzo_Basile,yes
Giovanni_Battafarano,yes
Paolo_Becchetti,yes
Domenico_Benedetti_Valentini,yes
Alessandro_Bergamo,yes
Silvio_Berlusconi,yes
Giorgio_Bernini,yes
Maurizio_Bertucci,yes
Giovanni_Bianchi,yes
Angelo_Antonio_Blanco,yes
Flavio_Bonafini,yes
Sebastiano_Giacomo_Bongiorno,yes
Francesco_Bonito,yes
Nicola_Bono,yes
Giuseppe_Bonomi,yes
Fabrizio_Felice_Bracco,yes
Gian_Piero_Broglia,yes
Siegfried_Brugger,yes
Rocco_Buttiglione,yes
Francesco_Calvanese,yes
Gabriele_Calvi,yes
Cristoforo_Canavese,yes
Riccardo_Canesi,yes
Francesco_Maria_Capitaneo,yes
Onorio_Antonio_Carlesimo,yes
Franco_Cardiello,yes
Antonino_Carrara,yes
Enzo_Caruso,yes
Mario_Caruso,yes
Francesco_Cascio,yes
Flavio_Giovanni_Caselli,yes
Giovanni_Castellani,yes
Enrico_Cavaliere,yes
Ugo_Cecconi,yes
Roberto_Ceresa,yes
Antonio_Cherio,yes
Salvatore_Cicu,yes
Vincenzo_Ciruzzi,yes
Sergio_Cola,yes
Edro_Colombini,yes
Elio_Colosimo,yes
Gianfranco_Conte,yes
Carlo_Conti,yes
Rocco_Crimi,yes
Franco_Danieli,yes
Mario_Soldani,yes
Giacomo_De_Ghislanzoni_Cardoli,yes
Giovanni_De_Murtas,yes
Gabriele_De_Rosa,yes
Michele_Del_Gaudio,yes
Fabrizio_Del_Noce,yes
Antonio_Del_Prete,yes
Raffaele_Della_Valle,yes
Salvatore_Dell'utri,yes
Flavio_Devetag,yes
Angelo_Raffaele_Devicienti,yes
Fabio_Claudio_Di_Capua,yes
Giovanni_Di_Fonzo,yes
Giuseppe_Di_Lello_Finuoli,yes
Alberto_Di_Luca,yes
Pietro_Di_Muccio,yes
Giovanni_Di_Stasi,yes
Lorenzo_Diana,yes
Oscar_Mammi',yes
Oliviero_Diliberto,yes
Leonardo_Domenici,yes
Vittorio_Dotti,yes
Leopoldo_Elia,yes
Benito_Falvo,yes
Piero_Franco_Fassino,yes
Enrico_Manca,yes
Giovanni_Ferrante,yes
Romano_Filippi,yes
Antonio_Fonnesu,yes
Rolando_Fontan,yes
Giuseppe_Forestiere,yes
Vincenzo_Fragala',yes
Vito_Fumagalli,yes
Giancarlo_Galan,yes
Giacomo_Galli,yes
Luciano_Galliani,yes
Giacomo_Garra,yes
Mario_Gatto,yes
Franco_Gerardini,yes
Luigi_Giacco,yes
Giacomo_Mancini,yes
Andrea_Angelo_Gibelli,yes
Ludovico_Maria_Gilberti,yes
Andrea_Gissi,yes
Luigi_Giugni,yes
Giuseppe_Giulietti,yes
Vincenzo_Mancini,yes
Giuseppe_Greco,yes
Tullio_Grimaldi,yes
Renzo_Gubert,yes
Furio_Gubetti,yes
Antonio_Guidi,yes
Enrico_Hüllweck,yes
Carmelo_Incorvaia,yes
Enrico_Indelli,yes
Giancarlo_Innocenzi_Botti,yes
Giorgio_Jannone,yes
Pasquale_La_Cerra,yes
Saverio_La_Grua,yes
Francesco_La_Saponara,yes
Alberto_La_Volpe,yes
Giuseppe_Azzaro,yes
Lelio_Lantella,yes
Giuseppe_Lazzarini,yes
Alberto_Lembo,yes
Silvestre_Saverio_Liotta,yes
Francesco_Paolo_Liuzzi,yes
Domenico_Lo_Jucco,yes
Vittorio_Giovanni_Lodolo_D'oria,yes
Raulle_Lovisoni,yes
Raffaello_Lospinoso_Severini,yes
Primo_Lucchesi,yes
Roberto_Lucifredi,yes
Enzo_Luraschi,yes
Giuseppe_Macchiavelli,yes
Desiderio_Maggioni,yes
Terenzio_Magliano,yes
Domenico_Magri',yes
Giovanni_Francesco_Malagodi,yes
Alberto_Malagugini,yes
Antonio_Mancini,yes
Clemente_Manco,yes
Domenico_Luca',yes
Francesco_Paolo_Lucchese,yes
Nicola_Magrone,yes
Lucio_Malan,yes
Giancarlo_Maurizio_Malvestito,yes
Valerio_Malvezzi,yes
Francesco_Manganelli,yes
Valentino_Manzoni,yes
Antonio_Marano,yes
Giovanni_Marino,yes
Antonio_Martino,yes
Antonio_Martusciello,yes
Domenico_Maselli,yes
Mario_Masini,yes
Piergiorgio_Massidda,yes
Riccardo_Mastrangeli,yes
Vincenzo_Mattina,yes
Antonio_Mazzocchi,yes
Giovanni_Mealli,yes
Francesco_Giovanni_Maria_Mele,yes
Alessandro_Meluzzi,yes
Roberto_Menia,yes
Alfredo_Meocci,yes
Vittorio_Francesco_Maria_Messa,yes
Valerio_Mignone,yes
Pietro_Milio,yes
Antonino_Mirone,yes
Pietro_Mitolo,yes
Daniele_Molgora,yes
Danilo_Montanari,yes
Alberto_Monticone,yes
Luigi_Muratori,yes
Toti_Salvatore_Musumeci,yes
Enrico_Paolo_Nan,yes
Ottavio_Navarra,yes
Sebastiano_Neri,yes
Vincenzo_Nespoli,yes
Luigi_Nocera,yes
Emiddio_Novi,yes
Giovanni_Paolo_Nuvoli,yes
Paolo_Odorizzi,yes
Francesco_Onnis,yes
Eugenio_Ozza,yes
Donato_Antonio_Pace,yes
Giovanni_Pace,yes
Pierangelo_Paleari,yes
Giuseppe_Palumbo,yes
Corrado_Paoloni,yes
Francesco_Parisi,yes
Mario_Pepe,yes
Riccardo_Perale,yes
Ettore_Peretti,yes
Giuseppe_Romeo_Pericu,yes
Giuseppe_Petrelli,yes
Antonio_Pezzella,yes
Cesare_Piacentino,yes
Mario_Pitzalis,yes
Antonio_Piva,yes
Stefano_Podesta',yes
Paolo_Polenta,yes
Luigi_Porcari,yes
Carmelo_Porcu,yes
Maurizio_Porta,yes
Serafino_Pulcini,yes
Umberto_Ranieri,yes
Antonio_Rastrelli,yes
Enzo_Ravetta,yes
Italo_Aldo_Reale,yes
Eugenio_Riccio,yes
Nicola_Rivelli,yes
Antonio_Rizzo,yes
Marco_Rizzo,yes
Flavio_Rodeghiero,yes
Marco_Romanello,yes
Giuseppe_Rossetto,yes
Roberto_Rosso,yes
Gianfranco_Rotondi,yes
Antonio_Saia,yes
Isaia_Sales,yes
Pier_Corrado_Salino,yes
Riccardo_Sandrone,yes
Mario_Francesco_Ferrara,yes
Luigi_Saraceni,yes
Enzo_Savarese,yes
Giuseppe_Mario_Scalisi,yes
Gian_Piero_Scanu,yes
Paolo_Scarpa_Bonazza_Buora,yes
Felice_Scermino,yes
Ferdinando_Schettino,yes
Giuseppe_Scozzari,yes
Gino_Settimi,yes
Giuseppe_Siciliani,yes
Attilio_Sigona,yes
Alberto_Simeone,yes
Vincenzo_Simonelli,yes
Antonio_Soda,yes
Antonio_Giuseppe_Soro,yes
Salvatore_Sparacino,yes
Ernesto_Stajano,yes
Carlo_Sticotti,yes
Michele_Stornello,yes
Lorenzo_Strik_Lievers,yes
Francesco_Stroili,yes
Paolo_Emilio_Taddei,yes
Paolo_Tagini,yes
Sergio_Tanzarella,yes
Flavio_Tanzilli,yes
Vittorio_Tarditi,yes
Teodoro_Stefano_Tascone,yes
Giuseppe_Maria_Taurino,yes
Oreste_Tofani,yes
Vanni_Tonizzo,yes
Vincenzo_Torre,yes
Roberto_Tortoli,yes
Nicola_Trapani,yes
Giulio_Carlo_Danilo_Tremonti,yes
Sandro_Trevisanato,yes
Flavio_Trinca,yes
Aldo_Trione,yes
Denis_Ugolini,yes
Giuliano_Urbani,yes
Adolfo_Urso,yes
Gianmatteo_Matteotti,yes
Mario_Valducci,yes
Mario_Venezia,yes
Giorgio_Vido,yes
Michele_Giuseppe_Vietti,yes
Paolo_Vigevano,yes
Adriano_Vignali,yes
Vincenzo_Viviani,yes
Marco_Zacchera,yes
Karl_Zeller,yes
Giovanni_Zen,yes
Emilio_Maria_Zenoni,yes
Luigi_Zocchi,yes
Giovanni_Saonara,yes
Sergio_Travaglia,yes
Vincenzo_Siniscalchi,yes
Vittorio_Badini_Confalonieri,yes
Francesco_Giulio_Baghino,yes
Riccardo_Misasi,yes
Michele_Marchio,yes
Nello_Mariani,yes
Edoardo_Marino,yes
Luigi_Mariotti,yes
Luigi_Marras,yes
Antonio_Marzotto_Caotorta,yes
Lodovico_Maschiella,yes
Cornelio_Masciadri,yes
Roberto_Massi,yes
Giovanni_Matta,yes
Gino_Mattarelli,yes
Cesare_Matteini,yes
Antonio_Mazzarino,yes
Roberto_Mazzotta,yes
Stefano_Menicacci,yes
Gianfranco_Merli,yes
Enzo_Meucci,yes
Salvatore_Miceli,yes
Pietro_Micheli,yes
Raimondo_Milia,yes
Michele_Achilli,yes
Aldo_Mirate,yes
Carlo_Mole',yes
Maurizio_Monti,yes
Aldo_Moro,yes
Dino_Moro,yes
Giovanni_Musotto,yes
Giorgio_Napolitano,yes
Lorenzo_Natali_Pierucci_Bondi,yes
Alessandro_Natta,yes
Andrea_Negrari,yes
Giuseppe_Niccolai,yes
Guglielmo_Nucci,yes
Flavio_Orlandi,yes
Carlo_Baldi,yes
Filippo_Maria_Pandolfi,yes
Gennaro_Papa,yes
Alfredo_Pazzaglia,yes
Mario_Pedini,yes
Renato_Ballardini,yes
Erminio_Pennacchini,yes
Valentino_Perdona',yes
Antonino_Perrone,yes
Alessandro_Pertini,yes
Enea_Piccinelli,yes
Gino_Picciotto,yes
Giuseppe_Pisanu,yes
Giovanni_Prandini,yes
Roberto_Prearo,yes
Luigi_Preti,yes
Francesco_Principe,yes
Ernesto_Pucci,yes
Calogero_Pumilia,yes
Enrico_Quaranta,yes
Luciano_Radi,yes
Davide_Barba,yes
Giuseppe_Rauti,yes
Giuseppe_Reale,yes
Oronzo_Reale,yes
Alessandro_Reggiani,yes
Antonio_Pepe,yes
Sergio_Chiamparino,yes
Dario_Ortolano,yes
Marco_Furio_Colombo,yes
Giorgio_Panattoni,yes
Renato_Cambursano,yes
Giorgio_Gardiol,yes
Sergio_Rogna_Manassero,yes
Giuseppe_Niedda,yes
Giorgio_Merlo,yes
Vittorio_Voglino,yes
Eugenio_Viale,yes
Lino_Rava,yes
Sandro_Delmastro_Delle_Vedove,yes
Michele_Saponara,yes
Achille_Serra,yes
Gabriele_Angelo_Pagliuzzi,yes
Gabriele_Cimadoro,yes
Giovanni_Deodato,yes
Francesco_Monaco,yes
Carlo_Giuseppe_Stelluti,yes
Dario_Rivolta,yes
Roberto_Radice,yes
Ercolino_Duilio,yes
Gian_Paolo_Landi,yes
Sergio_Guido_Fumagalli,yes
Ferdinando_Targetti,yes
Vincenzo_Berardino_Angeloni,yes
Vincenzo_Cerulli_Irelli,yes
Nicola_Carlesi,yes
Federico_Orlando,yes
Nicola_Giovanni_Pagliuca,yes
Vincenzo_Sica,yes
Domenico_Izzo,yes
Giovanni_Saverio_Pittella,yes
Gianluigi_Scaltritti,yes
Giuseppe_Fioroni,yes
Gianfranco_Saraca,yes
Pietro_Fausto_Carotti,yes
Gian_Franco_Schietroma,yes
Cesidio_Casinelli,yes
Lucio_Testa,yes
Ennio_Parrelli,yes
Carlo_Leoni,yes
Giorgio_Pasetto,yes
Domenico_Volpini,yes
Andrea_Guarino,yes
Pier_Paolo_Cento,yes
Cesare_Previti,yes
Fabio_Ciani,yes
Paolo_Barbi,yes
Antoniogiorgio_Benvenuto,yes
Stefano_Losurdo,yes
Luigi_Gastaldi,yes
Umberto_Giovine,yes
Danilo_Morini,yes
Marcello_Olivi,yes
Ruggero_Orlando,yes
Pietro_Padula,yes
Renato_Palumbo,yes
Leonardo_Pandolfo,yes
Mario_Pani,yes
Pasquale_Pascariello,yes
Eugenio_Peggio,yes
Maurizio_Pensa,yes
Tommaso_Perantuono,yes
Amerigo_Petrucci,yes
Sergio_Pezzati,yes
Domenico_Pica,yes
Rolando_Picchioni,yes
Enrico_Piccone,yes
Pietro_Pirolo,yes
Ennio_Pompei,yes
Giorgio_Postal,yes
Pasquale_Bandiera,yes
Nevol_Querci,yes
Fausto_Samuele_Quilleri,yes
Marino_Raicich,yes
Francesco_Rausa,yes
Pietro_Rende,yes
Sergio_Trabattoni,yes
Ruggero_Ruggeri,yes
Massimo_Maria_Berruti,yes
Francesco_Merloni,yes
Giancarlo_Giorgetti,yes
Renzo_Tosolini,yes
Ugo_Parolo,yes
Lamberto_Riva,yes
Paolo_Corsini,yes
Emilio_Delbono,yes
Adriano_Paroli,yes
Alessandro_Ce',yes
Davide_Carlo_Caparini,yes
Franco_Frattini,yes
Sandro_Schmid,yes
Luigi_Olivieri,yes
Giuseppe_Detomas,yes
Mario_Prestamburgo,yes
Domenico_Pittino,yes
Manlio_Contento,yes
Giorgio_Rebuffa,yes
Claudio_Scajola,yes
Giovanni_Eugenio_Marongiu,yes
Claudio_Burlando,yes
Alessandro_Giovanni_Repetto,yes
Nerio_Nesi,yes
Alberto_Giorgetti,yes
Luca_Alberto_Paolo_Bagliani,yes
Tiziano_Treu,yes
Fiorenzo_Dalla_Rosa,yes
Carlo_Fongaro,yes
Gianantonio_Mazzocchin,yes
Dino_Scantamburlo,yes
Demetrio_Pietro_Errigo,yes
Paolo_Peruzza,yes
Marcello_Basso,yes
Guido_Dussin,yes
Lamberto_Dini,yes
Lapo_Pistelli,yes
Cornelio_Veltri,yes
Natale_Maria_Alfonso_D'amico,yes
Alfredo_Strambi,yes
Romano_Prodi,yes
Sergio_Sabattini,yes
Salvatore_Biasco,yes
Maurizio_Migliavacca,yes
Roberto_Barbieri,yes
Raffaele_Cananzi,yes
Salvatore_Piccolo,yes
Domenico_Tuccillo,yes
Uberto_Siola,yes
Paolo_Russo,yes
Aniello_Di_Nardo,yes
Giuseppe_Petrella,yes
Italo_Bocchino,yes
Mario_Gazzilli,yes
Nicola_Cosentino,yes
Michele_Abbate,yes
Antonio_Maccanico,yes
Roberto_Manzione,yes
Gennaro_Malgieri,yes
Giuseppe_Fronzuti,yes
Raffaele_Marotta,yes
Nicandro_Marinacci,yes
Alfredo_Mantovano,yes
Rocco_Maggi,yes
Paolo_Rubino,yes
Giannicola_Sinisi,yes
Ermanno_Iacobellis,yes
Giuseppe_Rossiello,yes
Giovanni_Divella,yes
Rosario_Antonio_Polizzi,yes
Donato_Bruno,yes
Luigi_Vitali,yes
Francesco_Fino,yes
Aldo_Brancati,yes
Paolo_Palma,yes
Giuseppe_Galati,yes
Domenico_Paolo_Romano_Carratelli,yes
Giovanni_Filocamo,yes
Armando_Veneto,yes
Salvatore_Giacalone,yes
Carmelo_Carrara,yes
Giuseppe_Amato,yes
Antonino_Mangiacavallo,yes
Francesco_Stagno_D'alcontres,yes
Gaetano_Rabbito,yes
Michele_Renato_Cappella,yes
Antonio_Borrometi,yes
Giovanni_Battista_Caruano,yes
Paolo_Cuccu,yes
Salvatore_Cherchi,yes
Salvatore_Ladu,yes
Antonio_Attili,yes
Francesco_Carboni,yes
Paolo_Manca,yes
Piero_Melograni,yes
Stefano_Riccio,yes
Gaetano_Rasi,yes
Teresio_Delfino,yes
Lucio_Colletti,yes
Pietro_Armani,yes
Micael_Salvati,yes
Paolo_Armaroli,yes
Stefano_Bastianoni,yes
Filippo_Berselli,yes
Antonio_Boccia,yes
Pierluigi_Copercini,yes
Giovanni_Dell'elce,yes
Antonio_Di_Bisceglie,yes
Pietro_Fontanini,yes
Alberto_Giorgio_Gagliardi,yes
Antonino_Gazzara,yes
Pasquale_Giuliano,yes
Antonino_Lo_Presti,yes
Filippo_Mancuso,yes
Antonio_Marzano,yes
Giovanni_Meloni,yes
Riccardo_Migliori,yes
Nicola_Miraglia_Del_Giudice,yes
Carlo_Pace,yes
Giancarlo_Pagliarini,yes
Elio_Massimo_Palmizio,yes
Livio_Proietti,yes
Gaetano_Veneto,yes
Luca_Giuseppe_Volonte',yes
Augusto_Fantozzi,yes
Simone_Enrico_Gnaga,yes
Paolo_Bonaiuti,yes
Guido_Possa,yes
Eduardo_Bruno,yes
Giuliano_Pisapia,yes
Bonaventura_Lamacchia,yes
Roberto_Villetti,yes
Massimo_Ostillio,yes
Luigi_Cesaro,yes
Luca_Danese,yes
Marcello_Dell'utri,yes
Antonio_Leone,yes
Giovanni_Giuseppe_Paolo_Panetta,yes
Giuseppe_Del_Barone,yes
Filippo_Ascierto,yes
Dario_Galli,yes
Gaetano_Pecorella,yes
Michele_Corvino,yes
Salvatore_Tatarella,yes
Arturo_Mario_Luigi_Parisi,yes
Enrico_Luigi_Micheli,yes
Francesco_Maione,yes
Antonio_Loddo,yes
Guido_Giuseppe_Rossi,yes
Giorgio_Bissacco,yes
Alberto_Aiardi,yes
Virginio_Rognoni,yes
Pier_Luigi_Romita,yes
Mariano_Rumor,yes
Emidio_Revelli,yes
Pietro_Riccio,yes
Salvatore_Riela,yes
Umberto_Righetti,yes
Giovanni_Roberti,yes
Nettuno_Pino_Romualdi,yes
Elio_Rosati,yes
Attilio_Ruffini,yes
Carlo_Russo,yes
Ferdinando_Russo,yes
Luciano_Barca,yes
Elvio_Alfonso_Salvatore,yes
Franco_Salvi,yes
Carlo_Sangalli,yes
Orazio_Santagati,yes
Giorgio_Santuz,yes
Angelo_Maria_Sanza,yes
Domenico_Sartor,yes
Vincenzo_Scarlato,yes
Vincenzo_Scotti,yes
Martino_Bardotti,yes
Giacomo_Sedati,yes
Gabriele_Semeraro,yes
Stefano_Servadei,yes
Marcello_Sgarlata,yes
Claudio_Signorile,yes
Marcello_Simonacci,yes
Giovanni_Sisto,yes
Enrico_Nicola_Spadola,yes
Ugo_Spagnoli,yes
Edoardo_Speranza,yes
Giorgio_Spitella,yes
Pietro_Sponziello,yes
Ferdinando_Storchi,yes
Fiorentino_Sullo,yes
Mario_Tanassi,yes
Antonio_Baslini,yes
Michele_Tantalo,yes
Eugenio_Tarabini,yes
Giulio_Tedeschi,yes
Adelio_Terraroli,yes
Giancarlo_Tesini,yes
Aldo_Bassi,yes
Alessandro_Tessari,yes
Giuseppe_Tocco,yes
Alberto_Todros,yes
Aldo_Tortorella,yes
Renato_Tozzi_Condivi,yes
Filippo_Traina,yes
Vincenzo_Trantino,yes
Pierantonio_Mirko_Tremaglia,yes
Adolfo_Battaglia,yes
Antonino_Tripodi,yes
Antonello_Trombadori,yes
Luigi_Turchi,yes
Francesco_Turnaturi,yes
Vincenzo_Balzamo,yes
Piergiorgio_Bergonzi,yes
Raffaele_Valensise,yes
Guido_De_Martino,yes
Pancrazio_Antonino_De_Pasquale,yes
Lino_Diana,yes
Mauro_Dutto,yes
Antonio_Fischetti,yes
Mario_Valiante,yes
Giovanni_Goria,yes
Luigi_Grillo,yes
Ferdinando_Imposimato,yes
Giulio_Maceratini,yes
Silvio_Mantovani,yes
Carmine_Mensorio,yes
Bruno_Vecchiarelli,yes
Giovanni_Mongiello,yes
Sergio_Moroni,yes
Gaetano_Olivieri,yes
Stefano_Passigli,yes
Maurizio_Pieroni,yes
Antonio_Prevosto,yes
Edoardo_Ronchi,yes
Oscar_Luigi_Scalfaro,yes
Salvatore_Senese,yes
Aldo_Venturini,yes
Angelo_Staniscia,yes
Carlo_Tassi,yes
Quirino_Russo,yes
Gianfranco_Sabbatini,yes
Vittorio_Salvatori,yes
Gabriele_Ugo_Sboarina,yes
Francesco_Sobrero,yes
Livio_Stefanelli,yes
Achille_Tarsia_Incuria,yes
Cesare_Terranova,yes
Giuseppe_Tortorella,yes
Paolo_Battino_Vittorelli,yes
Savino_Giuseppe_Vania,yes
Davide_Visani,yes
Mario_Vetrone,yes
Benigno_Zaccagnini,yes
Mario_Zagari,yes
Giovanni_Francesco_Alliata_Di_Montereale,yes
Leonetto_Amadei,yes
Alfredo_Amatucci,yes
Gaetano_Ambrico,yes
Gaspare_Ambrosini,yes
Pietro_Amendola,yes
Ferdinando_Amiconi,yes
Giuseppe_Angelini,yes
Nicola_Angelucci,yes
Giovanni_Maria_Angioy,yes
Giuseppe_Arata,yes
Giuseppe_Armosino,yes
Mario_Assennato,yes
Luigi_Balduzzi,yes
Salvatore_Barberi,yes
Fausto_Barbina,yes
Silvano_Baresi,yes
Cesare_Baroni,yes
Attilio_Bartole,yes
Luigi_Barzini,yes
Giuseppe_Basile,yes
Guido_Basile,yes
Giulio_Battistini,yes
Stefano_Bazoli,yes
Girolamo_Bellavista,yes
Luigi_Bennani,yes
Mario_Berry,yes
Giuseppe_Berti,yes
Firmino_Bertone,yes
Gianfilippo_Benedetti,yes
Gerardo_Bianchi,yes
Michele_Bianco,yes
Lorenzo_Biasutti,yes
Luigi_Bima,yes
Walter_Binni,yes
Giuseppe_Mario_Boidi,yes
Hans_Benedikter,yes
Corrado_Bonfantini,yes
Raimondo_Salvatore_Borsellino,yes
Uberto_Breganze,yes
Giovanni_Bruno,yes
Aldo_Buzzelli,yes
Francesco_Cacciatore,yes
Michele_Camposarcuno,yes
Francesco_Capacchione,yes
Guglielmo_Cappelletti,yes
Massimo_Caprara,yes
Salvatore_Cara,yes
Angelo_Carboni,yes
Antonio_Carcaterra,yes
Giuseppe_Caronia,yes
Filadelfio_Caroniti,yes
Giovanni_Battista_Carron,yes
Aldo_Casalinuovo,yes
Nello_Caserta,yes
Edgardo_Castelli,yes
Pietro_Castiglia,yes
Attilio_Castrogiovanni,yes
Vincenzo_Cavallari,yes
Alcide_Berloffa,yes
Nicola_Cavallaro,yes
Alberto_Mario_Cavallotti,yes
Antonio_Cavinato,yes
Domenico_Chiaramello,yes
Vincenzo_Cicerone,yes
Ivo_Coccia,yes
Francesco_Colitto,yes
Francesco_Concetti,yes
Bruno_Corbi,yes
Giacomo_Corona,yes
Mario_Cotellessa,yes
Carlo_Cremaschi,yes
Aldo_Cucchi,yes
Angelo_D'agostino,yes
Ferdinando_D'ambrosio,yes
Ugo_Damiani,yes
Giovanni_Bersani,yes
Emilio_D'amore,yes
Antonio_Daniele,yes
Antonio_Dazzi,yes
Gerardo_De_Caro,yes
Giuseppe_Menotti_De_Francesco,yes
Rinaldo_Del_Bo,yes
Carlo_Delcroix,yes
Ugo_De_Mercurio,yes
Nicolo'_Di_Bernardo,yes
Pietro_Di_Giacomo,yes
Stefano_Vetrano,yes
Bruno_Umberto_Vincenzi,yes
Manlio_Vineis,yes
Lino_Vitale,yes
Nazareno_Vitali,yes
Angelo_Becciu,yes
Giuseppe_Alessi,yes
Nicola_Bellisario,yes
Italo_Bellotti,yes
Costantino_Belluscio,yes
Gaspare_Bavetta,yes
Alberto_Bemporad,yes
Ennio_Bonea,yes
Gianguido_Borghese,yes
Quirino_Borin,yes
Giberto_Bosisio,yes
Giovanni_Botta,yes
Giovanni_Berlinguer,yes
Francesco_Cavallaro,yes
Severino_Caveri,yes
Marcello_Chiatante,yes
Aurelio_Curti,yes
Pierantonino_Berte',yes
Ernesto_Del_Giudice,yes
Luigi_Bertoldi,yes
Domenico_Di_Luzio,yes
Raffaele_Di_Nardo,yes
Agostino_Di_Stefano_Genova,yes
Antigono_Donati,yes
Luigi_Ducci,yes
Loris_Biagioni,yes
Anton_Ebner,yes
Arnaldo_Fabriani,yes
Angelo_Facchin,yes
Pietro_Fadda,yes
Virgilio_Failla,yes
Battista_Falchi,yes
Noverino_Faletti,yes
Pierino_Luigi_Ferrari,yes
Luigi_Filosa,yes
Giosue'_Fiorentino,yes
Adolfo_Fiumano',yes
Vittorio_Foa,yes
Salvatore_Foderaro,yes
Alberto_Folchi,yes
Palmiro_Foresi,yes
Nicola_Foschini,yes
Francesco_Franceschini,yes
Fortunato_Bianchi,yes
Pasquale_Franco,yes
Renzo_Franzo,yes
Luigi_Frunzio,yes
Antonio_Gabrieli,yes
Michelangelo_Galioto,yes
Gerardo_Bianco,yes
Matteo_Gaudioso,yes
Riccardo_Gefter_Wondrich,yes
Giuseppe_Gerbino,yes
Giusto_Geremia,yes
Attilio_Germano,yes
Silvio_Geuna,yes
Enzo_Giacchero,yes
Igino_Giordani,yes
Giuseppe_Gonella,yes
Natale_Gorini,yes
Agostino_Bignardi,yes
Feliciano_Granati,yes
Dante_Graziosi,yes
Giovanni_Italo_Greco,yes
Antonio_Greppi,yes
Pietro_Grifone,yes
Renzo_Helfer,yes
Alberto_Jacometti,yes
Giorgio_La_Pira,yes
Giuseppe_Lazzati,yes
Pietro_Lecciso,yes
Giovanni_L'eltore,yes
Stefano_Lenoci,yes
Giuseppe_Leoni,yes
Giuseppe_Liguori,yes
Ruggero_Lombardi,yes
Roberto_Lucifero,yes
Lucio_Mario_Luzzatto,yes
Giovan_Battista_Madia,yes
Clemente_Maglietta,yes
Valdo_Magnani,yes
Vittorio_Marangone,yes
Francesco_Marenghi,yes
Enrico_Mariani,yes
Edoardo_Angelo_Martino,yes
Enrico_Martino,yes
Guido_Bodrato,yes
Guido_Martuscelli,yes
Vittorio_Emanuele_Marzotto,yes
Crescenzo_Mazza,yes
Vincenzo_Mazzei,yes
Mario_Melloni,yes
Natale_Menotti,yes
Claudio_Merenda,yes
Silvio_Messinetti,yes
Giovanni_Battista_Migliori,yes
Giorgio_Bogi,yes
Rocco_Minasi,yes
Giuseppe_Montalbano,yes
Reginaldo_Monticelli,yes
Renato_Morelli,yes
Attilio_Morini,yes
Costantino_Mortati,yes
Francesco_Murgia,yes
Eugenio_Musolino,yes
Aldo_Natoli,yes
Umberto_Nobile,yes
Carlo_Olivero,yes
Silvio_Ortona,yes
Randolfo_Pacciardi,yes
Arrigo_Paganelli,yes
Silvio_Paolucci,yes
Gennaro_Patricolo,yes
Emilio_Patrissi,yes
Giuseppe_Perrone_Capano,yes
Vittorio_Pertusio,yes
Giovanni_Petrucci,yes
Ortensio_Pierantozzi,yes
Antonino_Pino,yes
Mariano_Pintus,yes
Giovanni_Battista_Pitzalis,yes
Mariano_Poletto,yes
Renato_Quintieri,yes
Eugenio_Reale,yes
Raffaele_Di_Primio,yes
Giuseppe_Fasoli,yes
Giuseppe_Alessandrini,yes
Tommaso_Biamonte,yes
Nicola_Fortini,yes
Sebastiano_Fulci,yes
Oddo_Biasini,yes
Giuseppe_Granata,yes
Giorgio_Bini,yes
Giovambattista_Grimaldi,yes
Ippazio_Imperiale,yes
Gino_Birindelli,yes
Antonio_Bisaglia,yes
Salvatore_Mariconda,yes
Daniele_Mattalia,yes
Ottorino_Monaco,yes
Armando_Monasterio,yes
Anselmo_Boldrin,yes
Leto_Morvidi,yes
Carlo_Mussa_Ivaldi_Vercelli,yes
Zaccaria_Negroni,yes
Benito_Bollati,yes
Nicola_Pagliarani,yes
Pasqualino_Pasqualicchio,yes
Francesco_Pezzino,yes
Gonario_Pinna,yes
Carlo_Protti,yes
Emilio_Pucci,yes
