persona,gender,legislatura,graduated
Elisabetta_Bertotti,female,legislatura12,no
Maura_Camoirano,female,legislatura11,no
Maura_Camoirano,female,legislatura12,no
Maura_Camoirano,female,legislatura13,no
Alda_Grassi,female,legislatura11,no
Tiziana_Maiolo,female,legislatura11,no
Tiziana_Maiolo,female,legislatura12,no
Tiziana_Maiolo,female,legislatura13,no
Alfonsina_Rinaldi,female,legislatura11,no
Alfonsina_Rinaldi,female,legislatura12,no
Adriana_Lodi,female,legislatura10,no
Adriana_Lodi,female,legislatura05,no
Adriana_Lodi,female,legislatura06,no
Adriana_Lodi,female,legislatura07,no
Adriana_Lodi,female,legislatura08,no
Adriana_Lodi,female,legislatura09,no
Angela_Bellei_Trenti,female,legislatura12,no
Emanuela_Cabrini,female,legislatura12,no
Mariella_Maria_Rita_Cavanna_Scirea,female,legislatura12,no
Mariella_Maria_Rita_Cavanna_Scirea,female,legislatura13,no
Francesca_Chiavacci,female,legislatura12,no
Francesca_Chiavacci,female,legislatura13,no
Elena_Emma_Cordoni,female,legislatura12,no
Elena_Emma_Cordoni,female,legislatura13,no
Elena_Emma_Cordoni,female,legislatura14,no
Elena_Emma_Cordoni,female,legislatura15,no
Daniela_Lauber,female,legislatura12,no
Rosaria_Lopedote,female,legislatura12,no
Maria_Mafai,female,legislatura12,no
Paola_Manzini,female,legislatura12,no
Paola_Manzini,female,legislatura13,no
Paola_Manzini,female,legislatura14,no
Paola_Mariani,female,legislatura12,no
Paola_Mariani,female,legislatura13,no
Paola_Mariani,female,legislatura14,no
Delia_Murer,female,legislatura16,no
Delia_Murer,female,legislatura17,no
Donella_Mattesini,female,legislatura16,no
Marialuisa_Gnecchi,female,legislatura16,no
Marialuisa_Gnecchi,female,legislatura17,no
Consolata_Golfo,female,legislatura16,no
Barbara_Saltamartini,female,legislatura16,no
Barbara_Saltamartini,female,legislatura17,no
Barbara_Saltamartini,female,legislatura18,no
Rita_Bernardini,female,legislatura16,no
Maria_Antonietta_Farina,female,legislatura16,no
Susanna_Cenni,female,legislatura16,no
Susanna_Cenni,female,legislatura17,no
Susanna_Cenni,female,legislatura18,no
Mariarosaria_Rossi,female,legislatura16,no
Giovanna_Negro,female,legislatura16,no
Maria_Antezza,female,legislatura17,no
Franca_Maria_Grazia_Biondelli,female,legislatura17,no
Tamara_Blazina,female,legislatura17,no
Tea_Albini,female,legislatura16,no
Tea_Albini,female,legislatura17,no
Sabina_Fabi,female,legislatura16,no
Tatiana_Basilio,female,legislatura17,no
Laura_Castelli,female,legislatura17,no
Laura_Castelli,female,legislatura18,no
Eleonora_Bechis,female,legislatura17,no
Marina_Berlinghieri,female,legislatura17,no
Marina_Berlinghieri,female,legislatura18,no
Gessica_Rostellato,female,legislatura17,no
Giovanna_Martelli,female,legislatura17,no
Floriana_Casellato,female,legislatura17,no
Sandra_Savino,female,legislatura17,no
Sandra_Savino,female,legislatura18,no
Roberta_Oliaro,female,legislatura17,no
Patrizia_Maestri,female,legislatura17,no
Maria_Valentina_Vezzali,female,legislatura17,no
Renata_Polverini,female,legislatura17,no
Renata_Polverini,female,legislatura18,no
Federica_Daga,female,legislatura17,no
Federica_Daga,female,legislatura18,no
Carla_Ruocco,female,legislatura17,no
Carla_Ruocco,female,legislatura18,no
Micaela_Campana,female,legislatura17,no
Micaela_Campana,female,legislatura18,no
Monica_Gregori,female,legislatura17,no
Vega_Colonnese,female,legislatura17,no
Cecilia_Ventricelli,female,legislatura17,no
Silvia_Giordano,female,legislatura17,no
Elisa_Mariano,female,legislatura17,no
Vanna_Iori,female,legislatura17,no
Irene_Tinagli,female,legislatura17,no
Chiara_Gribaudo,female,legislatura17,no
Chiara_Gribaudo,female,legislatura19,no
Chiara_Gribaudo,female,legislatura18,no
Emanuela_Corda,female,legislatura17,no
Emanuela_Corda,female,legislatura18,no
Chiara_Di_Benedetto,female,legislatura17,no
Azzurra_Pia_Maria_Cancelleri,female,legislatura17,no
Azzurra_Pia_Maria_Cancelleri,female,legislatura18,no
Luisella_Albanella,female,legislatura17,no
Rosanna_Scopelliti,female,legislatura17,no
Martina_Nardi,female,legislatura17,no
Martina_Nardi,female,legislatura18,no
Daniela_Matilde_Maria_Gasparini,female,legislatura17,no
Renata_Bueno,female,legislatura17,no
Angela_Nissoli,female,legislatura17,no
Angela_Nissoli,female,legislatura18,no
Maria_Iacono,female,legislatura17,no
Maruzza_Astolfi,female,legislatura04,no
Maruzza_Astolfi,female,legislatura06,no
Franca_Maria_Marino_Buccellato,female,legislatura12,no
Maria_Cristina_Matranga,female,legislatura12,no
Maria_Cristina_Matranga,female,legislatura13,no
Rosanna_Moroni,female,legislatura12,no
Rosanna_Moroni,female,legislatura13,no
Maria_Gabriella_Pinto,female,legislatura12,no
Maria_Gabriella_Pinto,female,legislatura14,no
Elisa_Pozza_Tasca,female,legislatura12,no
Elisa_Pozza_Tasca,female,legislatura13,no
Antonietta_Rizza,female,legislatura12,no
Antonietta_Rizza,female,legislatura13,no
Tomasa_Salvo,female,legislatura12,no
Giuseppina_Servodio,female,legislatura12,no
Giuseppina_Servodio,female,legislatura13,no
Giuseppina_Servodio,female,legislatura15,no
Giuseppina_Servodio,female,legislatura16,no
Carla_Stampacchia,female,legislatura12,no
Rosa_Stanisci,female,legislatura12,no
Rosa_Stanisci,female,legislatura13,no
Antonietta_Vascon,female,legislatura12,no
Tiziana_Valpiana,female,legislatura12,no
Tiziana_Valpiana,female,legislatura13,no
Tiziana_Valpiana,female,legislatura14,no
Ombretta_Comelli,female,legislatura12,no
Patrizia_Toia,female,legislatura12,no
Maria_Agostina_Pellegatta,female,legislatura06,no
Maria_Agostina_Pellegatta,female,legislatura07,no
Elena_Ciapusci,female,legislatura13,no
Argia_Valeria_Albanese,female,legislatura13,no
Franca_Gambato,female,legislatura13,no
Assunta_Malavenda,female,legislatura13,no
Daniela_Santandrea,female,legislatura13,no
Emiliana_Santoli,female,legislatura13,no
Marisa_Abbondanzieri,female,legislatura13,no
Marisa_Abbondanzieri,female,legislatura14,no
Luciana_Sgarbi_Bompani,female,legislatura05,no
Luciana_Sgarbi_Bompani,female,legislatura06,no
Renata_Talassi_Giorgi,female,legislatura06,no
Emilia_Calini,female,legislatura11,no
Maria_Alessi,female,legislatura03,no
Maria_Alessi,female,legislatura04,no
Maria_Badaloni,female,legislatura02,no
Maria_Badaloni,female,legislatura03,no
Maria_Badaloni,female,legislatura04,no
Maria_Badaloni,female,legislatura05,no
Ernesta_Belussi,female,legislatura06,no
Ernesta_Belussi,female,legislatura07,no
Ernesta_Belussi,female,legislatura08,no
Adele_Bei,female,legislaturaco costituente ,no
Adele_Bei,female,legislatura02,no
Adele_Bei,female,legislatura03,no
Maria_Bernetic,female,legislatura04,no
Maria_Bianchi,female,legislatura02,no
Margherita_Bontade,female,legislatura01,no
Margherita_Bontade,female,legislatura02,no
Margherita_Bontade,female,legislatura03,no
Margherita_Bontade,female,legislatura04,no
Gina_Borellini,female,legislatura01,no
Gina_Borellini,female,legislatura02,no
Gina_Borellini,female,legislatura03,no
Laura_Diaz,female,legislatura01,no
Laura_Diaz,female,legislatura02,no
Laura_Diaz,female,legislatura03,no
Laura_Diaz,female,legislatura04,no
Gisella_Floreanini,female,legislatura01,no
Gisella_Floreanini,female,legislatura02,no
Nadia_Gallico,female,legislaturaco costituente ,no
Nadia_Gallico,female,legislatura01,no
Nadia_Gallico,female,legislatura02,no
Nives_Gessi,female,legislatura04,no
Nives_Gessi,female,legislatura05,no
Pia_Lombardi,female,legislatura01,no
Ines_Boffardi,female,legislatura05,no
Ines_Boffardi,female,legislatura06,no
Ines_Boffardi,female,legislatura07,no
Ines_Boffardi,female,legislatura08,no
Angelina_Merlin,female,legislaturaco costituente ,no
Angelina_Merlin,female,legislatura03,no
Rita_Montagnana,female,legislaturaco costituente ,no
Maria_Nicotra,female,legislaturaco costituente ,no
Maria_Nicotra,female,legislatura01,no
Teresa_Noce,female,legislaturaco costituente ,no
Teresa_Noce,female,legislatura01,no
Teresa_Noce,female,legislatura02,no
Elettra_Pollastrini,female,legislaturaco costituente ,no
Elettra_Pollastrini,female,legislatura01,no
Elettra_Pollastrini,female,legislatura02,no
Camilla_Ravera,female,legislatura01,no
Camilla_Ravera,female,legislatura02,no
Giuseppina_Re,female,legislatura01,no
Giuseppina_Re,female,legislatura03,no
Giuseppina_Re,female,legislatura04,no
Giuseppina_Re,female,legislatura05,no
Vittoria_Baldino,female,legislatura19,no
Vittoria_Baldino,female,legislatura18,no
Monica_Ciaburro,female,legislatura19,no
Monica_Ciaburro,female,legislatura18,no
Pasqua_L'abbate,female,legislatura19,no
Elena_Bonetti,female,legislatura19,no
Vannia_Gava,female,legislatura19,no
Vannia_Gava,female,legislatura18,no
Rita_Dalla_Chiesa,female,legislatura19,no
Federica_Onori,female,legislatura19,no
Carmela_Di_Lauro,female,legislatura19,no
Carmela_Di_Lauro,female,legislatura18,no
Daniela_Morfino,female,legislatura19,no
Rachele_Silvestri,female,legislatura19,no
Rachele_Silvestri,female,legislatura18,no
Barbara_Polo,female,legislatura19,no
Tiziana_Nisini,female,legislatura19,no
Immacolata_Zurzolo,female,legislatura19,no
Silvana_Snider,female,legislatura18,no
Anna_Maria_Carloni,female,legislatura17,no
Sara_Foscolo,female,legislatura18,no
Rosalba_De_Giorgi,female,legislatura18,no
Francesca_Anna_Ruggiero,female,legislatura18,no
Iolanda_Di_Stasio,female,legislatura18,no
Sabrina_De_Carlo,female,legislatura18,no
Sara_De_Angelis,female,legislatura18,no
Carmela_Grippa,female,legislatura18,no
Elisabetta_Ripani,female,legislatura18,no
Carla_Cantone,female,legislatura18,no
Doriana_Sarli,female,legislatura18,no
Silvana_Nappi,female,legislatura18,no
Carla_Giuliano,female,legislatura18,no
Carla_Giuliano,female,legislatura19,no
Erica_Mazzetti,female,legislatura18,no
Erica_Mazzetti,female,legislatura19,no
Maria_Soave_Alemanno,female,legislatura18,no
Emanuela_Claudia_Del_Re,female,legislatura18,no
Teresa_Manzo,female,legislatura18,no
Laura_Cavandoli,female,legislatura18,no
Laura_Cavandoli,female,legislatura19,no
Antonella_Papiro,female,legislatura18,no
Raffaella_Paita,female,legislatura18,no
Marica_Fantuz,female,legislatura18,no
Giuseppina_Versace,female,legislatura18,no
Cristina_Patelli,female,legislatura18,no
Ketty_Fogliani,female,legislatura18,no
Maria_Cristina_Caretta,female,legislatura18,no
Maria_Cristina_Caretta,female,legislatura19,no
Eva_Lorenzoni,female,legislatura18,no
Arianna_Lazzarini,female,legislatura18,no
Arianna_Lazzarini,female,legislatura19,no
Daniela_Ruffino,female,legislatura18,no
Daniela_Ruffino,female,legislatura19,no
Patrizia_Marrocco,female,legislatura18,no
Patrizia_Marrocco,female,legislatura19,no
Simona_Bordonali,female,legislatura18,no
Simona_Bordonali,female,legislatura19,no
Antonietta_Giacometti,female,legislatura18,no
Anna_Lisa_Baroni,female,legislatura18,no
Iolanda_Nanni,female,legislatura18,no
Claudia_Gobbato,female,legislatura18,no
Stefania_Segnana,female,legislatura18,no
Vania_Valbusa,female,legislatura18,no
Celeste_D'arrando,female,legislatura18,no
Chiara_Tenerini,female,legislatura19,no
Marina_Marchetto,female,legislatura19,no
Elisa_Montemagni,female,legislatura19,no
Chiara_La_Porta,female,legislatura19,no
Francesca_Ghirra,female,legislatura19,no
Maria_Grazia_Frijia,female,legislatura19,no
Maria_Immacolata_Vietri,female,legislatura19,no
Maria_Cecilia_Guerra,female,legislatura19,no
Enrica_Alifano,female,legislatura19,no
Marianna_Ricciardi,female,legislatura19,no
Laura_Cantini,female,legislatura18,no
Valentina_La_Terza,female,legislatura17,no
Tiziana_Piccolo,female,legislatura18,no
Marina_Romano',female,legislatura18,no
Emma_Pavanelli,female,legislatura19,no
Silvia_Barbieri,female,legislatura10,no
Maria_Teresa_Grosso,female,legislatura10,no
Elena_Anna_Staller,female,legislatura10,no
Maria_Taddei,female,legislatura10,no
Luana_Angeloni,female,legislatura10,no
Ivana_Pellegatti,female,legislatura10,no
Luigia_Cordati,female,legislatura10,no
Luigina_Bernocco,female,legislatura10,yes
Laura_Conti,female,legislatura10,yes
Dalila_Nesci,female,legislatura17,yes
Dalila_Nesci,female,legislatura18,yes
Cristiana_Muscardini,female,legislatura16,yes
Cristiana_Muscardini,female,legislatura09,yes
Annalisa_Diaz,female,legislatura10,yes
Silvana_Fachin,female,legislatura10,yes
Mariella_Gramaglia,female,legislatura10,yes
Bianca_Guidetti_Serra,female,legislatura10,yes
Giovanbattista_Davoli,female,legislatura08,yes
Nicoletta_Orlandi,female,legislatura10,yes
Michela_Di_Biase,female,legislatura19,yes
Aurelia_Bubisutti,female,legislatura18,yes
Agata_Lucia_Alma_Cappiello,female,legislatura10,yes
Gigliola_Lo_Cascio,female,legislatura10,yes
Alessandra_Cecchetto,female,legislatura10,yes
Simona_Bonafe',female,legislatura17,yes
Simona_Bonafe',female,legislatura19,yes
Maria_Maddalena_Rossi,female,legislaturaco costituente ,yes
Maria_Maddalena_Rossi,female,legislatura01,yes
Maria_Maddalena_Rossi,female,legislatura02,yes
Maria_Maddalena_Rossi,female,legislatura03,yes
Maria_Jervolino,female,legislaturaco costituente ,yes
Maria_Jervolino,female,legislatura01,yes
Maria_Jervolino,female,legislatura02,yes
Maria_Jervolino,female,legislatura03,yes
Emma_Bonino,female,legislatura10,yes
Emma_Bonino,female,legislatura11,yes
Emma_Bonino,female,legislatura12,yes
Emma_Bonino,female,legislatura15,yes
Emma_Bonino,female,legislatura07,yes
Emma_Bonino,female,legislatura08,yes
Emma_Bonino,female,legislatura09,yes
Luciana_Castellina,female,legislatura11,yes
Luciana_Castellina,female,legislatura07,yes
Luciana_Castellina,female,legislatura08,yes
Luciana_Castellina,female,legislatura09,yes
Paola_Cavigliasso,female,legislatura10,yes
Paola_Cavigliasso,female,legislatura07,yes
Paola_Cavigliasso,female,legislatura08,yes
Paola_Cavigliasso,female,legislatura09,yes
Adele_Faccio,female,legislatura10,yes
Adele_Faccio,female,legislatura07,yes
Adele_Faccio,female,legislatura08,yes
Teresa_Mattei,female,legislaturaco costituente ,yes
Angiola_Minella,female,legislaturaco costituente ,yes
Angiola_Minella,female,legislatura01,yes
Angiola_Minella,female,legislatura03,yes
Margherita_Boniver,female,legislatura10,yes
Margherita_Boniver,female,legislatura15,yes
Margherita_Boniver,female,legislatura16,yes
Carla_Castellani,female,legislatura14,yes
Carla_Castellani,female,legislatura15,yes
Carla_Castellani,female,legislatura16,yes
Edda_Fagni,female,legislatura10,yes
Edda_Fagni,female,legislatura09,yes
Maria_Grazia_Siliquini,female,legislatura15,yes
Maria_Grazia_Siliquini,female,legislatura16,yes
Mariapia_Garavaglia,female,legislatura10,yes
Mariapia_Garavaglia,female,legislatura11,yes
Mariapia_Garavaglia,female,legislatura08,yes
Mariapia_Garavaglia,female,legislatura09,yes
Laura_Balbo,female,legislatura10,yes
Laura_Balbo,female,legislatura09,yes
Flora_Calvanese,female,legislatura10,yes
Flora_Calvanese,female,legislatura09,yes
Adriana_Ceci,female,legislatura10,yes
Adriana_Ceci,female,legislatura09,yes
Vanda_Dignani,female,legislatura10,yes
Vanda_Dignani,female,legislatura09,yes
Laura_Fincato,female,legislatura10,yes
Laura_Fincato,female,legislatura11,yes
Laura_Fincato,female,legislatura15,yes
Laura_Fincato,female,legislatura09,yes
Bianca_Gelli,female,legislatura10,yes
Bianca_Gelli,female,legislatura09,yes
Anna_Nenna,female,legislatura10,yes
Anna_Nenna,female,legislatura11,yes
Anna_Nenna,female,legislatura09,yes
Anna_Maria_Nucci,female,legislatura10,yes
Anna_Maria_Nucci,female,legislatura11,yes
Anna_Maria_Nucci,female,legislatura09,yes
Adriana_Poli_Bortone,female,legislatura10,yes
Adriana_Poli_Bortone,female,legislatura11,yes
Adriana_Poli_Bortone,female,legislatura12,yes
Adriana_Poli_Bortone,female,legislatura13,yes
Adriana_Poli_Bortone,female,legislatura09,yes
Silvia_Costa,female,legislatura10,yes
Silvia_Costa,female,legislatura11,yes
Silvia_Costa,female,legislatura09,yes
Elisabetta_Conci,female,legislaturaco costituente ,yes
Elisabetta_Conci,female,legislatura01,yes
Elisabetta_Conci,female,legislatura02,yes
Elisabetta_Conci,female,legislatura03,yes
Elisabetta_Conci,female,legislatura04,yes
Tina_Anselmi,female,legislatura10,yes
Tina_Anselmi,female,legislatura05,yes
Tina_Anselmi,female,legislatura06,yes
Tina_Anselmi,female,legislatura07,yes
Tina_Anselmi,female,legislatura08,yes
Tina_Anselmi,female,legislatura09,yes
Carole_Jane_Beebe,female,legislatura10,yes
Carole_Jane_Beebe,female,legislatura11,yes
Carole_Jane_Beebe,female,legislatura12,yes
Laura_Cima,female,legislatura10,yes
Laura_Cima,female,legislatura14,yes
Anna_Finocchiaro,female,legislatura10,yes
Anna_Finocchiaro,female,legislatura11,yes
Anna_Finocchiaro,female,legislatura12,yes
Anna_Finocchiaro,female,legislatura13,yes
Anna_Finocchiaro,female,legislatura14,yes
Lucia_Fronza,female,legislatura10,yes
Lucia_Fronza,female,legislatura11,yes
Battistina_Fumagalli_Carulli,female,legislatura10,yes
Battistina_Fumagalli_Carulli,female,legislatura11,yes
Battistina_Fumagalli_Carulli,female,legislatura12,yes
Maria_Rita_Lorenzetti,female,legislatura10,yes
Maria_Rita_Lorenzetti,female,legislatura11,yes
Maria_Rita_Lorenzetti,female,legislatura12,yes
Maria_Rita_Lorenzetti,female,legislatura13,yes
Nadia_Masini,female,legislatura10,yes
Nadia_Masini,female,legislatura11,yes
Nadia_Masini,female,legislatura12,yes
Katia_Bellillo,female,legislatura14,yes
Katia_Bellillo,female,legislatura15,yes
Anna_Maria_Leone,female,legislatura14,yes
Francesca_Martini,female,legislatura14,yes
Francesca_Martini,female,legislatura16,yes
Carmen_Motta,female,legislatura14,yes
Carmen_Motta,female,legislatura15,yes
Carmen_Motta,female,legislatura16,yes
Dorina_Bianchi,female,legislatura14,yes
Dorina_Bianchi,female,legislatura15,yes
Dorina_Bianchi,female,legislatura17,yes
Franca_Bimbi,female,legislatura14,yes
Franca_Bimbi,female,legislatura15,yes
Raffaella_Mariani,female,legislatura14,yes
Raffaella_Mariani,female,legislatura15,yes
Raffaella_Mariani,female,legislatura17,yes
Raffaella_Mariani,female,legislatura16,yes
Gabriella_Mondello,female,legislatura14,yes
Gabriella_Mondello,female,legislatura15,yes
Gabriella_Mondello,female,legislatura16,yes
Roberta_Pinotti,female,legislatura14,yes
Roberta_Pinotti,female,legislatura15,yes
Jole_Santelli,female,legislatura14,yes
Jole_Santelli,female,legislatura15,yes
Jole_Santelli,female,legislatura16,yes
Jole_Santelli,female,legislatura17,yes
Jole_Santelli,female,legislatura18,yes
Gabriella_Carlucci,female,legislatura14,yes
Gabriella_Carlucci,female,legislatura15,yes
Gabriella_Carlucci,female,legislatura16,yes
Erminia_Mazzoni,female,legislatura14,yes
Erminia_Mazzoni,female,legislatura15,yes
Monica_Stefania_Baldi,female,legislatura14,yes
Isabella_Bertolini,female,legislatura14,yes
Isabella_Bertolini,female,legislatura15,yes
Isabella_Bertolini,female,legislatura16,yes
Beatrice_Maria_Magnolfi,female,legislatura14,yes
Silvana_Pisa,female,legislatura14,yes
Simonetta_Licastro_Scardino,female,legislatura14,yes
Simonetta_Licastro_Scardino,female,legislatura15,yes
Carolina_Lussana,female,legislatura14,yes
Carolina_Lussana,female,legislatura15,yes
Carolina_Lussana,female,legislatura16,yes
Chiara_Moroni,female,legislatura14,yes
Chiara_Moroni,female,legislatura15,yes
Chiara_Moroni,female,legislatura16,yes
Patrizia_Paoletti_Tangheroni,female,legislatura14,yes
Patrizia_Paoletti_Tangheroni,female,legislatura15,yes
Luana_Zanella,female,legislatura14,yes
Luana_Zanella,female,legislatura15,yes
Luana_Zanella,female,legislatura19,yes
Elettra_Deiana,female,legislatura14,yes
Elettra_Deiana,female,legislatura15,yes
Giuliana_Reduzzi,female,legislatura14,yes
Alba_Sasso,female,legislatura14,yes
Alba_Sasso,female,legislatura15,yes
Osvalda_Trupia,female,legislatura11,yes
Osvalda_Trupia,female,legislatura14,yes
Osvalda_Trupia,female,legislatura15,yes
Cinzia_Dato,female,legislatura15,yes
Daniela_Mazzuconi,female,legislatura10,yes
Daniela_Mazzuconi,female,legislatura11,yes
Daniela_Garnero_Santanche',female,legislatura14,yes
Daniela_Garnero_Santanche',female,legislatura15,yes
Daniela_Garnero_Santanche',female,legislatura17,yes
Amalia_Schirru,female,legislatura15,yes
Amalia_Schirru,female,legislatura16,yes
Laura_Froner,female,legislatura15,yes
Laura_Froner,female,legislatura16,yes
Mariastella_Gelmini,female,legislatura15,yes
Mariastella_Gelmini,female,legislatura16,yes
Mariastella_Gelmini,female,legislatura17,yes
Mariastella_Gelmini,female,legislatura18,yes
Luisa_Capitanio,female,legislatura15,yes
Luisa_Capitanio,female,legislatura16,yes
Paola_Frassinetti,female,legislatura15,yes
Paola_Frassinetti,female,legislatura16,yes
Paola_Frassinetti,female,legislatura19,yes
Paola_Frassinetti,female,legislatura18,yes
Laura_Ravetto,female,legislatura15,yes
Laura_Ravetto,female,legislatura16,yes
Laura_Ravetto,female,legislatura17,yes
Laura_Ravetto,female,legislatura19,yes
Laura_Ravetto,female,legislatura18,yes
Linda_Lanzillotta,female,legislatura15,yes
Linda_Lanzillotta,female,legislatura16,yes
Rosalba_Benzoni,female,legislatura15,yes
Maria_Paola_Merloni,female,legislatura15,yes
Maria_Paola_Merloni,female,legislatura16,yes
Donata_Lenzi,female,legislatura15,yes
Donata_Lenzi,female,legislatura16,yes
Donata_Lenzi,female,legislatura17,yes
Manuela_Ghizzoni,female,legislatura15,yes
Manuela_Ghizzoni,female,legislatura16,yes
Manuela_Ghizzoni,female,legislatura17,yes
Maria_Ida_Germontani,female,legislatura15,yes
Silvia_Velo,female,legislatura15,yes
Silvia_Velo,female,legislatura16,yes
Silvia_Velo,female,legislatura17,yes
Mariza_Antonietta_Giuditta_Bafile,female,legislatura15,yes
Rosa_Suppa,female,legislatura15,yes
Mercedes_Lourdes_Frias,female,legislatura15,yes
Maria_Cristina_Perugia,female,legislatura15,yes
Giulia_Bongiorno,female,legislatura15,yes
Giulia_Bongiorno,female,legislatura16,yes
Maria_Laura_Paxia,female,legislatura18,yes
Vita_Martinciglio,female,legislatura18,yes
Roberta_Alaimo,female,legislatura18,yes
Mara_Lapia,female,legislatura18,yes
Vittoria_Casa,female,legislatura18,yes
Mirella_Emiliozzi,female,legislatura18,yes
Patrizia_Terzoni,female,legislatura18,yes
Patrizia_Terzoni,female,legislatura17,yes
Simona_Suriano,female,legislatura18,yes
Giulia_Grillo,female,legislatura18,yes
Giulia_Grillo,female,legislatura17,yes
Piera_Aiello,female,legislatura18,yes
Emanuela_Savio,female,legislatura02,yes
Emanuela_Savio,female,legislatura03,yes
Emanuela_Savio,female,legislatura04,yes
Emanuela_Savio,female,legislatura05,yes
Gigliola_Valandro,female,legislatura01,yes
Gigliola_Valandro,female,legislatura02,yes
Luciana_Viviani,female,legislatura01,yes
Luciana_Viviani,female,legislatura02,yes
Luciana_Viviani,female,legislatura03,yes
Luciana_Viviani,female,legislatura04,yes
Maria_Luisa_Cassanmagnago,female,legislatura06,yes
Maria_Luisa_Cassanmagnago,female,legislatura07,yes
Maria_Immacolata_Barbarossa,female,legislatura07,yes
Maria_Immacolata_Barbarossa,female,legislatura08,yes
Ivana_Bernini_Lavezzo,female,legislatura07,yes
Giovanna_Bosi,female,legislatura07,yes
Giovanna_Bosi,female,legislatura08,yes
Giovanna_Bosi,female,legislatura09,yes
Rosanna_Branciforti,female,legislatura07,yes
Rosanna_Branciforti,female,legislatura08,yes
Maria_Teresa_Carloni,female,legislatura07,yes
Maria_Teresa_Carloni,female,legislatura08,yes
Giancarla_Codrignani,female,legislatura07,yes
Giancarla_Codrignani,female,legislatura08,yes
Giancarla_Codrignani,female,legislatura09,yes
Giannina_Cattaneo,female,legislatura04,yes
Giannina_Cattaneo,female,legislatura05,yes
Giannina_Cattaneo,female,legislatura06,yes
Maria_Teresa_Granati,female,legislatura07,yes
Maria_Teresa_Granati,female,legislatura08,yes
Maria_Teresa_Granati,female,legislatura09,yes
Francesca_Lodolini,female,legislatura07,yes
Francesca_Lodolini,female,legislatura08,yes
Vanda_Milano,female,legislatura07,yes
Carla_Federica_Nespolo,female,legislatura07,yes
Carla_Federica_Nespolo,female,legislatura08,yes
Morena_Amabile_Pagliai,female,legislatura07,yes
Morena_Amabile_Pagliai,female,legislatura08,yes
Adriana_Palomby,female,legislatura07,yes
Cristina_Papa,female,legislatura07,yes
Maria_Augusta_Pecchia,female,legislatura07,yes
Maria_Augusta_Pecchia,female,legislatura08,yes
Vittoria_Quarenghi,female,legislatura07,yes
Vittoria_Quarenghi,female,legislatura08,yes
Vittoria_Quarenghi,female,legislatura09,yes
Alba_Scaramucci,female,legislatura07,yes
Alba_Scaramucci,female,legislatura08,yes
Alba_Scaramucci,female,legislatura09,yes
Alessandra_Vaccaro_Melucco,female,legislatura07,yes
Ida_D'este,female,legislatura01,yes
Ida_D'este,female,legislatura02,yes
Maria_Giulia_Cocco,female,legislatura03,yes
Maria_Giulia_Cocco,female,legislatura04,yes
Maria_Giulia_Cocco,female,legislatura05,yes
Maria_Giulia_Cocco,female,legislatura06,yes
Angiola_Maria_Costa_Massucco,female,legislatura04,yes
Maria_Pia_Dal_Canton,female,legislatura01,yes
Maria_Pia_Dal_Canton,female,legislatura02,yes
Maria_Pia_Dal_Canton,female,legislatura03,yes
Maria_Pia_Dal_Canton,female,legislatura04,yes
Elena_Gatti_Caporaso,female,legislatura02,yes
Grazia_Giuntoli,female,legislatura01,yes
Rossana_Rossanda,female,legislatura04,yes
Ersilia_Salvato,female,legislatura07,yes
Ersilia_Salvato,female,legislatura08,yes
Maria_Luisa_Galli,female,legislatura07,yes
Maria_Luisa_Galli,female,legislatura08,yes
Marcella_Balconi,female,legislatura04,yes
Aurelia_Benco,female,legislatura08,yes
Anna_Maria_Castelli,female,legislatura08,yes
Valentina_Lanfranchi,female,legislatura08,yes
Valentina_Lanfranchi,female,legislatura09,yes
Maria_Antonietta_Macciocchi,female,legislatura05,yes
Maria_Antonietta_Macciocchi,female,legislatura08,yes
Vera_Squarcialupi_Giuffrida,female,legislatura08,yes
Anna_Maria_Vietti,female,legislatura08,yes
Licia_Badesi,female,legislatura09,yes
Giovanna_Bochicchio,female,legislatura09,yes
Adriana_Fabbri,female,legislatura06,yes
Adriana_Fabbri,female,legislatura07,yes
Adriana_Fabbri,female,legislatura08,yes
Adriana_Fabbri,female,legislatura09,yes
Mary_Chiesa_Tibaldi,female,legislatura01,yes
Lina_Cecchini,female,legislatura01,yes
Gina_Martini_Fanoli,female,legislatura01,yes
Maria_Pucci,female,legislatura01,yes
Maria_Rosaria_Carfagna,female,legislatura15,yes
Maria_Rosaria_Carfagna,female,legislatura16,yes
Maria_Rosaria_Carfagna,female,legislatura17,yes
Maria_Rosaria_Carfagna,female,legislatura19,yes
Maria_Rosaria_Carfagna,female,legislatura18,yes
Giulia_Cosenza,female,legislatura15,yes
Giulia_Cosenza,female,legislatura16,yes
Maria_Leddi,female,legislatura15,yes
Cinzia_Maria_Fontana,female,legislatura15,yes
Cinzia_Maria_Fontana,female,legislatura17,yes
Angela_Filipponio,female,legislatura15,yes
Maria_Fortuna_Incostante,female,legislatura15,yes
Giuseppina_Castiello,female,legislatura15,yes
Giuseppina_Castiello,female,legislatura16,yes
Giuseppina_Castiello,female,legislatura17,yes
Giuseppina_Castiello,female,legislatura18,yes
Teresa_Maria_Di_Salvo,female,legislatura15,yes
Teresa_Maria_Di_Salvo,female,legislatura17,yes
Paola_Goisis,female,legislatura15,yes
Paola_Goisis,female,legislatura16,yes
