Governo,Ministro,nome,cognome,legislatura_modificata
II Governo Craxi,Ministro senza Portafoglio,LUIGI,GRANELLI,legislatura 09
VI Governo Fanfani,Ministro senza Portafoglio,LUIGI,GRANELLI,legislatura 09
I Governo Goria,Ministro dell'Ambiente,GIORGIO,RUFFOLO,legislatura 10
I Governo De Mita,Ministro dell'Ambiente,GIORGIO,RUFFOLO,legislatura 10
VI Governo Andreotti,Ministro dell'Ambiente,GIORGIO,RUFFOLO,legislatura 10
II Governo Craxi,Ministro della Difesa,GIOVANNI,SPADOLINI,legislatura 09
VI Governo Andreotti,Ministro senza Portafoglio per le aree urbane,CARMELO,CONTE,legislatura 10
II Governo Craxi,Ministro della Marina mercantile,COSTANTE,DEGAN,legislatura 09
VI Governo Fanfani,Ministro della Marina Mercantile,COSTANTE,DEGAN,legislatura 09
VI Governo Andreotti,Ministro di Grazia e Giustizia,CLAUDIO,MARTELLI,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,legislatura 10
I Governo Goria,Ministro del Tesoro,GIULIANO,AMATO,legislatura 10
I Governo De Mita,Ministro del Tesoro,GIULIANO,AMATO,legislatura 10
II Governo Craxi,Ministro dell'Ambiente,FRANCESCO,DE LORENZO,legislatura 09
I Governo Goria,Ministro dei Lavori Pubblici,EMILIO MARIO,DE ROSE,legislatura 10
II Governo Craxi,Ministro della Sanità,CARLO,DONAT CATTIN,legislatura 09
VI Governo Fanfani,Ministro della Sanità,CARLO,DONAT CATTIN,legislatura 09
I Governo Goria,Ministro della Sanità,CARLO,DONAT CATTIN,legislatura 10
I Governo De Mita,Ministro della Sanità,CARLO,DONAT CATTIN,legislatura 10
II Governo Craxi,Ministro del Commercio con l'estero,SALVATORE,FORMICA,legislatura 09
I Governo Goria,Ministro del Lavoro e della Previdenza Sociale,SALVATORE,FORMICA,legislatura 10
I Governo De Mita,Ministro del Lavoro e della Previdenza sociale,SALVATORE,FORMICA,legislatura 10
I Governo Craxi,Ministro di Grazia e Giustizia,FERMO MINO,MARTINAZZOLI,legislatura 09
I Governo Goria,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,legislatura 10
I Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,legislatura 09
II Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,legislatura 09
I Governo Craxi,Ministro senza Portafoglio,LORIS,FORTUNA,legislatura 09
I Governo De Mita,Ministro delle Partecipazioni Statali,CARLO,FRACANZANI,legislatura 10
VIII Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,legislatura 02
I Governo Goria,MInistro di Grazia e Giustizia,GIULIANO,VASSALLI,legislatura 10
I Governo De Mita,Ministro di Grazia e Giustizia,GIULIANO,VASSALLI,legislatura 10
I Governo Goria,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,legislatura 10
I Governo De Mita,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,legislatura 10
VI Governo Fanfani,Ministro della Difesa,REMO,GASPARI,legislatura 09
I Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,legislatura 09
II Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,legislatura 09
I Governo Goria,Ministro senza Portafoglio per il coordinamento della protezione civile,REMO,GASPARI,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,REMO,GASPARI,legislatura 10
I Governo Craxi,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,legislatura 09
II Governo Craxi,Ministro delle Poste e telecomunicazioni,ANTONIO,GAVA,legislatura 09
VI Governo Fanfani,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,legislatura 09
I Governo Goria,Ministro delle Finanze,ANTONIO,GAVA,legislatura 10
I Governo De Mita,Ministro dell'Interno,ANTONIO,GAVA,legislatura 10
VI Governo Fanfani,Ministro delle Finanze,GIUSEPPE,GUARINO,legislatura 09
VI Governo Fanfani,Ministro senza Portafoglio,LIVIO,PALADIN,legislatura 09
I Governo Goria,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,legislatura 10
I Governo De Mita,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,legislatura 10
VIII Governo De Gasperi,Ministro dell'Industria e Commercio,SILVIO,GAVA,legislatura 02
VIII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ROCCO,SALOMONE,legislatura 02
I Governo Craxi,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,legislatura 09
II Governo Craxi,Ministro della Pubblica istruzione,FRANCA,FALCUCCI,legislatura 09
VI Governo Fanfani,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,legislatura 09
VI Governo Fanfani,Ministro del Commercio con l'Estero,MARIO,SARCINELLI,legislatura 09
I Governo Goria,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,legislatura 10
I Governo Goria,Ministro del Turismo e Spettacolo,FRANCO,CARRARO,legislatura 10
I Governo De Mita,Ministro del Turismo e dello Spettacolo,FRANCO,CARRARO,legislatura 10
VI Governo Fanfani,Ministro dell'Ambiente,MARIO,PAVAN,legislatura 09
VI Governo Fanfani,"Ministro dell'Industria, Commercio e Artigianato",FRANCO,PIGA,legislatura 09
I Governo Goria,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,legislatura 10
VI Governo Fanfani,Ministro dei Trasporti,GIOVANNI,TRAVAGLINI,legislatura 09
I Governo Craxi,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,legislatura 09
II Governo Craxi,Ministro dei Beni culturali e ambientali,ANTONINO,GULLOTTI,legislatura 09
VI Governo Fanfani,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,legislatura 09
I Governo Goria,Ministro senza Portafoglio,ARISTIDE,GUNNELLA,legislatura 10
I Governo De Mita,Ministro senza Portafoglio - coordinamento della protezione civile,VITO,LATTANZIO,legislatura 10
I Governo De Mita,Ministro dei Lavori Pubblici,ENRICO,FERRI,legislatura 10
I Governo De Mita,Ministro dell'Università e della Ricerca Scientifica e Tecnologica,ANTONIO,RUBERTI,legislatura 10
I Governo Goria,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,legislatura 10
I Governo Goria,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',legislatura 10
I Governo De Mita,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',legislatura 10
I Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',legislatura 09
II Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',legislatura 09
I Governo Goria,Ministro senza Portafoglio,ROSA,JERVOLINO RUSSO,legislatura 10
I Governo De Mita,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,legislatura 10
I Governo Craxi,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,legislatura 09
II Governo Craxi,Ministro dei Lavori pubblici,FRANCO,NICOLAZZI,legislatura 09
I Governo Craxi,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,legislatura 09
II Governo Craxi,Ministro dell'Agricoltura e foreste,FILIPPO MARIA,PANDOLFI,legislatura 09
VI Governo Fanfani,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,legislatura 09
I Governo Goria,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,legislatura 10
I Governo Goria,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,legislatura 10
I Governo De Mita,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,legislatura 10
I Governo De Mita,Ministro senza Portafoglio,ANTONIO,MACCANICO,legislatura 10
II Governo Craxi,Ministro di Grazia e giustizia,VIRGINIO,ROGNONI,legislatura 09
VI Governo Fanfani,Ministro di Grazia e Giustizia,VIRGINIO,ROGNONI,legislatura 09
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,PIER LUIGI,ROMITA,legislatura 09
II Governo Craxi,Ministro del Bilancio e della programmazione economica,PIER LUIGI,ROMITA,legislatura 09
I Governo Craxi,Ministro senza Portafoglio,PIER LUIGI,ROMITA,legislatura 09
I Governo De Mita,Ministro dei Trasporti,GIORGIO,SANTUZ,legislatura 10
I Governo Goria,Ministro senza Portafoglio per la funzione pubblica,GIORGIO,SANTUZ,legislatura 10
I Governo Craxi,Ministro senza Portafoglio,VINCENZO,SCOTTI,legislatura 09
I Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,legislatura 09
II Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,legislatura 09
I Governo Goria,"Ministro dell'Industria, Commercio e Artigianato",ADOLFO,BATTAGLIA,legislatura 10
I Governo De Mita,"Ministro dell'Industria, del Commercio e Artigianato",ADOLFO,BATTAGLIA,legislatura 10
I Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,legislatura 09
II Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,legislatura 09
VI Governo Fanfani,Ministro del Tesoro,GIOVANNI,GORIA,legislatura 09
VI Governo Fanfani,Ministro del Bilancio e della Programmazione Economica,GIOVANNI,GORIA,legislatura 09
I Governo Goria,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,GIOVANNI,GORIA,legislatura 10
I Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,legislatura 09
II Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,legislatura 09
VI Governo Fanfani,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,legislatura 09
VI Governo Fanfani,Ministro dei Lavori Pubblici,GIUSEPPE,ZAMBERLETTI,legislatura 09
I Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,legislatura 09
II Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,legislatura 09
VI Governo Fanfani,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,legislatura 09
I Governo Pella,Ministro dei Trasporti,BERNARDO,MATTARELLA,legislatura 02
I Governo Pella,Ministro senza Portafoglio,SALVATORE,SCOCA,legislatura 02
VII Governo Andreotti,Ministro delle Partecipazioni Statali,GIULIO,ANDREOTTI,legislatura 10
VII Governo Andreotti,Ministro dei Beni culturali e ambientali,GIULIO,ANDREOTTI,legislatura 10
I Governo Pella,Ministro della Difesa,PAOLO EMILIO,TAVIANI,legislatura 02
I Governo Pella,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 02
I Governo Pella,Ministro della Pubblica Istruzione,ANTONIO,SEGNI,legislatura 02
I Governo Pella,Ministro dei Lavori Pubblici,UMBERTO,MERLIN,legislatura 02
VII Governo Andreotti,Ministro del Tesoro,GUIDO,CARLI,legislatura 10
I Governo Ciampi,Ministro senza Portafoglio per i rapporti con il Parlamento,AUGUSTO ANTONIO,BARBERA,legislatura 11
VII Governo Andreotti,Ministro senza Portafoglio per il coordinamento della protezione civile,NICOLA,CAPRIA,legislatura 10
VII Governo Andreotti,Ministro del Bilancio e della Programmazione economica,PAOLO,CIRINO POMICINO,legislatura 10
I Governo Amato,Ministro della Sanità,RAFFAELE,COSTA,legislatura 11
I Governo Ciampi,Ministro dei Trasporti,RAFFAELE,COSTA,legislatura 11
I Governo Ciampi,Ministro della Marina mercantile,RAFFAELE,COSTA,legislatura 11
I Governo Berlusconi,Ministro della Sanita',RAFFAELE,COSTA,legislatura 12
I Governo Amato,Ministro senza Portafoglio per le Politiche comunitarie,RAFFAELE,COSTA,legislatura 11
I Governo Amato,Ministro senza Portafoglio per gli Affari regionali,RAFFAELE,COSTA,legislatura 11
VII Governo Andreotti,Ministro degli Affari Esteri,GIANNI,DE MICHELIS,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel mezzogiorno,CALOGERO,MANNINO,legislatura 10
I Governo Berlusconi,MInistro del Lavoro e della Previdenza sociale,MARIO CLEMENTE,MASTELLA,legislatura 12
I Governo Ciampi,Ministro del Bilancio e della programmazione economica,LUIGI,SPAVENTA,legislatura 11
VII Governo Andreotti,Ministro delle Poste e Telecomunicazioni,CARLO,VIZZINI,legislatura 10
I Governo Amato,Ministro degli Affari esteri,EMILIO,COLOMBO,legislatura 11
I Governo Ciampi,Ministro dell'Università e della ricerca scientifica e tecnologica,LUIGI,BERLINGUER,legislatura 11
I Governo Amato,Ministron del Lavoro e della Previdenza Sociale,ADOLFO LORIS,CRISTOFORI,legislatura 11
VII Governo Andreotti,Ministro dei Trasporti e della Navigazione,CARLO,BERNINI,legislatura 10
I Governo Amato,Ministro del Turismo e Spettacolo,MARGHERITA,BONIVER,legislatura 11
VII Governo Andreotti,Ministro senza Portafoglio per italiani all'estero e immigrazione,MARGHERITA,BONIVER,legislatura 10
I Governo Ciampi,Ministro della Difesa,FABIO,FABBRI,legislatura 11
I Governo Berlusconi,Ministro dei Beni culturali e ambientali,DOMENICO,FISICHELLA,legislatura 12
I Governo Amato,Ministro dell'Università e della Ricerca scientifica e tecnologica,ALESSANDRO,FONTANA,legislatura 11
I Governo Amato,Ministro dell'Agricoltura e Foreste,GIOVANNI ANGELO,FONTANA,legislatura 11
I Governo Amato,Ministro dell'Interno,NICOLA,MANCINO,legislatura 11
I Governo Ciampi,Ministro dell'Interno,NICOLA,MANCINO,legislatura 11
I Governo Dini,Ministro senza portafoglio per la Famiglia e la solidarietà sociale,ADRIANO,OSSICINI,legislatura 12
I Governo Amato,Ministro del Bilancio e della Programmazione economica,FRANCO,REVIGLIO,legislatura 11
I Governo Amato,Ministro delle Finanze,FRANCO,REVIGLIO,legislatura 11
VII Governo Andreotti,Ministro dell'Ambiente,GIORGIO,RUFFOLO,legislatura 10
I Governo Berlusconi,Ministro senza Portafoglio per le Riforme istituzionali,FRANCESCO ENRICO,SPERONI,legislatura 12
I Governo Amato,Ministro del Commercio con l'Estero,CLAUDIO,VITALONE,legislatura 11
I Governo Amato,Ministro della Difesa,SALVATORE,ANDO',legislatura 11
I Governo Berlusconi,Ministro di Grazia e Giustizia,ALFREDO,BIONDI,legislatura 12
VII Governo Andreotti,Ministro senza Portafoglio per i problemi delle aree urbane,CARMELO,CONTE,legislatura 10
I Governo Amato,Ministro senza Portafoglio per le aree urbane,CARMELO,CONTE,legislatura 11
I Governo Berlusconi,Ministro dei Trasporti e della Navigazione,PUBLIO,FIORI,legislatura 12
I Governo Ciampi,Ministro della Sanita',MARIAPIA,GARAVAGLIA,legislatura 11
VII Governo Andreotti,Ministro di Grazia e Giustizia,CLAUDIO,MARTELLI,legislatura 10
I Governo Amato,Ministro della Giustizia,CLAUDIO,MARTELLI,legislatura 11
I Governo Amato,Ministro dell'Ambiente,VALDO,SPINI,legislatura 11
I Governo Ciampi,Ministro dell'Ambiente,VALDO,SPINI,legislatura 11
I Governo Ciampi,Ministro senza Portafoglio per le politiche comunitarie,VALDO,SPINI,legislatura 11
VII Governo Andreotti,MInistro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,legislatura 10
I Governo Berlusconi,Ministro delle Poste e delle Telecomunicazioni,GIUSEPPE,TATARELLA,legislatura 12
I Governo Amato,Ministro degli Affari esteri,GIULIANO,AMATO,legislatura 11
I Governo Amato,Ministro delle Finanze,GIULIANO,AMATO,legislatura 11
I Governo Amato,Ministro della Giustizia,GIULIANO,AMATO,legislatura 11
I Governo Amato,Ministro del Bilancio e della Programmazione economica,BENIAMINO,ANDREATTA,legislatura 11
I Governo Ciampi,Ministro degli Affari esteri,BENIAMINO,ANDREATTA,legislatura 11
VI Governo Andreotti,Ministro della Sanità,FRANCESCO,DE LORENZO,legislatura 10
VII Governo Andreotti,Ministro della Sanita',FRANCESCO,DE LORENZO,legislatura 10
I Governo Amato,Ministro della Sanità,FRANCESCO,DE LORENZO,legislatura 11
VI Governo Andreotti,Ministro del Lavoro e della Previdenza sociale,CARLO,DONAT CATTIN,legislatura 10
VI Governo Andreotti,Ministro delle Finanze,SALVATORE,FORMICA,legislatura 10
VII Governo Andreotti,Ministro delle Finanze,SALVATORE,FORMICA,legislatura 10
VI Governo Andreotti,Ministro della Difesa,FERMO MINO,MARTINAZZOLI,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per gli Affari regionali e le riforme istituzionali,FERMO MINO,MARTINAZZOLI,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per le riforme istituzionali,FERMO MINO,MARTINAZZOLI,legislatura 10
VI Governo Andreotti,Ministro della Pubblica Istruzione,SERGIO,MATTARELLA,legislatura 10
I Governo Berlusconi,Ministro dell'Ambiente,ALTERO,MATTEOLI,legislatura 12
I Governo Berlusconi,"Ministro per le Risorse agricole, Alimentari e Forestali",ADRIANA,POLI BORTONE,legislatura 12
I Governo Ciampi,Ministro dell'Ambiente,FRANCESCO,RUTELLI,legislatura 11
I Governo Ciampi,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,legislatura 11
VI Governo Andreotti,Ministro delle Partecipazioni statali,CARLO,FRACANZANI,legislatura 10
VI Governo Andreotti,Ministro di Grazia e Giustizia,GIULIANO,VASSALLI,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per la funzione pubblica,REMO,GASPARI,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per la funzione pubblica,REMO,GASPARI,legislatura 10
VI Governo Andreotti,Ministro dell'Interno,ANTONIO,GAVA,legislatura 10
VI Governo Andreotti,Ministro dei Beni culturali e ambientali,FERDINANDO,FACCHIANO,legislatura 10
VII Governo Andreotti,Ministro della Marina Mercantile,FERDINANDO,FACCHIANO,legislatura 10
I Governo Amato,Ministro senza Portafoglio per il coordinamento della protezione civile,FERDINANDO,FACCHIANO,legislatura 11
I Governo Amato,"Ministro dell'Industria, Commercio e Artigianato",GIUSEPPE,GUARINO,legislatura 11
I Governo Amato,Ministro per le partecipazioni statali,GIUSEPPE,GUARINO,legislatura 11
I Governo Dini,Ministro degli Affari esteri,SUSANNA,AGNELLI,legislatura 12
I Governo Dini,Ministro del Bilancio e della programmazione economica,MARIO,ARCELLI,legislatura 12
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,MARIO,ARCELLI,legislatura 12
I Governo Ciampi,"Ministro dell' Industria, commercio e artigianato",PAOLO,BARATTA,legislatura 11
I Governo Ciampi,Ministro del Commercio con l'estero,PAOLO,BARATTA,legislatura 11
I Governo Dini,Ministro dei Lavori pubblici,PAOLO,BARATTA,legislatura 12
I Governo Dini,Ministro dell'Ambiente,PAOLO,BARATTA,legislatura 12
I Governo Amato,Ministro senza portafoglio per il riordinamento delle partecipazioni statali,PAOLO,BARATTA,legislatura 11
I Governo Ciampi,Ministro senza Portafoglio per i rapporti con il Parlamento,PAOLO,BARILE,legislatura 11
I Governo Amato,Ministro del Tesoro,PIERO,BARUCCI,legislatura 11
I Governo Ciampi,Ministro del Tesoro,PIERO,BARUCCI,legislatura 11
I Governo Amato,Ministro senza Portafoglio per la Funzione pubblica,PIERO,BARUCCI,legislatura 11
I Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,SERGIO,BERLINGUER,legislatura 12
I Governo Amato,Ministro senza Portafoglio per gli Affari sociali,ADRIANO,BOMPIANI,legislatura 11
I Governo Dini,Ministro dell'Interno,ANTONIO,BRANCACCIO,legislatura 12
I Governo Dini,Ministro senza Portafoglio,ANTONIO,BRANCACCIO,legislatura 12
I Governo Dini,Ministro di Grazia e giustizia,VINCENZO,CAIANIELLO,legislatura 12
I Governo Dini,Ministro dei Trasporti e della navigazione,GIOVANNI,CARAVALE,legislatura 12
I Governo Ciampi,Ministro senza Portafoglio per la funzione pubblica,SABINO,CASSESE,legislatura 11
I Governo Ciampi,Ministro del Turismo e spettaciolo,CARLO AZEGLIO,CIAMPI,legislatura 11
I Governo Ciampi,Ministro dell'Interno,CARLO AZEGLIO,CIAMPI,legislatura 11
I Governo Amato,Ministro senza Portafoglio per le politiche comunitarie,GIANFRANCO,CIAURRO,legislatura 11
I Governo Amato,Ministro senza Portafoglio per gli Affari regionali,GIANFRANCO,CIAURRO,legislatura 11
I Governo Dini,"Ministro dell'Industria, commercio e artigianato",ALBERTO,CLO',legislatura 12
I Governo Dini,Ministro del Commercio con l'estero,ALBERTO,CLO',legislatura 12
I Governo Ciampi,Ministro dell'Università e della ricerca scientifica e tecnologica,UMBERTO,COLOMBO,legislatura 11
I Governo Amato,Ministro della Giustizia,GIOVANNI,CONSO,legislatura 11
I Governo Ciampi,Ministro della Giustizia,GIOVANNI,CONSO,legislatura 11
I Governo Ciampi,Ministro senza Portafoglio per gli Affari sociali,FERNANDA,CONTRI,legislatura 11
I Governo Dini,Ministro della Difesa,DOMENICO,CORCIONE,legislatura 12
I Governo Dini,Ministro dell'Interno,GIOVANNI RINALDO,CORONAS,legislatura 12
I Governo Amato,Ministro dell'Agricoltura e Foreste,ALFREDO,DIANA,legislatura 11
I Governo Ciampi,"Ministro per le Risorse agricole, alimentari e forestali",ALFREDO,DIANA,legislatura 11
I Governo Ciampi,Ministro dell'Agricoltura e Foreste,ALFREDO,DIANA,legislatura 11
I Governo Berlusconi,Ministro senza Portafoglio per i rapporti con il Parlamento,GIULIANO,FERRARA,legislatura 12
I Governo Ciampi,Ministro delle Finanze,FRANCO,GALLO,legislatura 11
I Governo Dini,Ministro delle Poste e telecomunicazioni,AGOSTINO,GAMBINO,legislatura 12
I Governo Dini,Ministro della Sanità,ELIO,GUZZANTI,legislatura 12
I Governo Dini,"Ministro per le Risorse agricole, alimentari e forestali",WALTER,LUCHETTI,legislatura 12
I Governo Dini,Ministro del Bilancio e della programmazione economica,RAINER,MASERA,legislatura 12
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,RAINER,MASERA,legislatura 12
I Governo Dini,Ministro senza portafoglio per la Funzione pubblica,GIOVANNI,MOTZO,legislatura 12
I Governo Dini,Ministro senza portafoglio per le Riforme istituzionali,GIOVANNI,MOTZO,legislatura 12
I Governo Dini,Ministro senza portafoglio per gli Affari regionali,GIOVANNI,MOTZO,legislatura 12
I Governo Ciampi,Ministro senza Portafoglio per le politiche comunitarie,LIVIO,PALADIN,legislatura 11
I Governo Dini,Ministro dei Beni culturali e ambientali,ANTONIO,PAOLUCCI,legislatura 12
I Governo Amato,Ministro dell'Ambiente,CARLO,RIPA DI MEANA,legislatura 11
I Governo Amato,Ministro dei Beni culturali ed ambientali,ALBERTO,RONCHEY,legislatura 11
I Governo Ciampi,Ministro dei Beni culturali e ambientali,ALBERTO,RONCHEY,legislatura 11
I Governo Dini,Ministro dell'Università' e della ricerca scientifica e tecnologica,GIORGIO,SALVINI,legislatura 12
I Governo Ciampi,"Ministro dell'Industria, commercio e artigianato",PAOLO,SAVONA,legislatura 11
VI Governo Andreotti,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,legislatura 10
VI Governo Andreotti,Ministro del Turismo e Spettacolo,FRANCO,CARRARO,legislatura 10
VI Governo Andreotti,Ministro dell'Agricoltura e delle Foreste,VITO,SACCOMANDI,legislatura 10
VI Governo Andreotti,Ministro delle Partecipazioni statali,FRANCO,PIGA,legislatura 10
VI Governo Andreotti,Ministro del Turismo e Spettacolo,CARLO,TOGNOLI,legislatura 10
VII Governo Andreotti,Ministro del Turismo,CARLO,TOGNOLI,legislatura 10
I Governo Berlusconi,Ministro della Pubblica Istruzione,FRANCESCO,D'ONOFRIO,legislatura 12
I Governo Berlusconi,Ministro senza Portafoglio per le politiche dell'Unione europea,DOMENICO,COMINO,legislatura 12
VII Governo Andreotti,Ministro del Commercio con l'Estero,VITO,LATTANZIO,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per il coordinamento della Protezione civile,VITO,LATTANZIO,legislatura 10
I Governo Berlusconi,"Ministro dell'Industria, Commercio e Artigianato",VITO,GNUTTI,legislatura 12
VII Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,FRANCO,MARINI,legislatura 10
I Governo Berlusconi,Ministro dell'Interno,ROBERTO ERNESTO,MARONI,legislatura 12
I Governo Amato,Ministro delle Poste e delle Telecomunicazioni,MAURIZIO,PAGANI,legislatura 11
I Governo Ciampi,Ministro delle Poste e delle telecomunicazioni,MAURIZIO,PAGANI,legislatura 11
VI Governo Andreotti,"Ministro dell'Università, della Ricerca Scientifica e Tecnologica",ANTONIO,RUBERTI,legislatura 10
VII Governo Andreotti,Ministro dell'Università e della Ricerca Scientifica e Tecnologica,ANTONIO,RUBERTI,legislatura 10
I Governo Berlusconi,Ministro del Commercio con l'Estero,GIORGIO,BERNINI,legislatura 12
VI Governo Andreotti,Ministro delle Poste e delle Telecomunicazioni,OSCAR,MAMMI',legislatura 10
I Governo Ciampi,Ministro degli Affari esteri,LEOPOLDO,ELIA,legislatura 11
I Governo Ciampi,Ministro senza Portafoglio per le riforme istituzionali ed elettorali,LEOPOLDO,ELIA,legislatura 11
I Governo Ciampi,Ministro del Lavoro e della previdenza sociale,LUIGI,GIUGNI,legislatura 11
I Governo Berlusconi,Ministro senza Portafoglio per la Famiglia e Solidarietà sociale,ANTONIO,GUIDI,legislatura 12
VI Governo Andreotti,Ministro del Lavoro e della Previdenza sociale,ROSA,JERVOLINO RUSSO,legislatura 10
I Governo Amato,Ministro della Pubblica Istruzione,ROSA,JERVOLINO RUSSO,legislatura 11
I Governo Ciampi,Ministro della Pubblica istruzione,ROSA,JERVOLINO RUSSO,legislatura 11
VI Governo Andreotti,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,legislatura 10
I Governo Berlusconi,Ministro degli Affari Esteri,ANTONIO,MARTINO,legislatura 12
I Governo Berlusconi,Ministro dell'Universita' e della Ricerca Scientifica e Tecnologica,STEFANO,PODESTA',legislatura 12
I Governo Berlusconi,Ministro delle Finanze,GIULIO CARLO DANILO,TREMONTI,legislatura 12
I Governo Berlusconi,Ministro senza Portafoglio per la funzione pubblica,GIULIANO,URBANI,legislatura 12
I Governo Berlusconi,Ministro senza Portafoglio per gli Affari regionali,GIULIANO,URBANI,legislatura 12
VII Governo Andreotti,Ministro della Pubblica Istruzione,RICCARDO,MISASI,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,RICCARDO,MISASI,legislatura 10
VI Governo Andreotti,Ministro dei Lavori Pubblici,GIOVANNI,PRANDINI,legislatura 10
VII Governo Andreotti,Ministro dei Lavori Pubblici,GIOVANNI,PRANDINI,legislatura 10
I Governo Berlusconi,Ministro dei Lavori Pubblici,ROBERTO,RADICE,legislatura 12
I Governo Berlusconi,Ministro della Difesa,CESARE,PREVITI,legislatura 12
I Governo Amato,Ministro dei Lavori pubblici,FRANCESCO,MERLONI,legislatura 11
I Governo Ciampi,Ministro dei Lavori pubblici,FRANCESCO,MERLONI,legislatura 11
I Governo Dini,Ministro senza portafoglio per la Funzione pubblica,FRANCO,FRATTINI,legislatura 12
I Governo Dini,Ministro senza portafoglio per gli Affari regionali,FRANCO,FRATTINI,legislatura 12
VI Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,GIOVANNI EUGENIO,MARONGIU,legislatura 10
