Persona,legislatura,graduated
Silvia_Barbieri,10,no
Maria_Teresa_Grosso,10,no
Elena_Anna_Staller,10,no
Maria_Taddei,10,no
Luana_Angeloni,10,no
Ivana_Pellegatti,10,no
Luigia_Cordati,10,no
Luigina_Bernocco,10,yes
Laura_Conti,10,yes
Dalila_Nesci,17,yes
Dalila_Nesci,18,yes
Cristiana_Muscardini,16,yes
Cristiana_Muscardini,9,yes
Annalisa_Diaz,10,yes
Silvana_Fachin,10,yes
Mariella_Gramaglia,10,yes
Bianca_Guidetti_Serra,10,yes
Giovanbattista_Davoli,8,yes
Nicoletta_Orlandi,10,yes
Michela_Di_Biase,19,yes
Aurelia_Bubisutti,18,yes
Agata_Lucia_Alma_Cappiello,10,yes
Gigliola_Lo_Cascio,10,yes
Alessandra_Cecchetto,10,yes
Simona_Bonafe',17,yes
Simona_Bonafe',19,yes
Maria_Maddalena_Rossi,costituente,yes
Maria_Maddalena_Rossi,1,yes
Maria_Maddalena_Rossi,2,yes
Maria_Maddalena_Rossi,3,yes
Maria_Jervolino,costituente,yes
Maria_Jervolino,1,yes
Maria_Jervolino,2,yes
Maria_Jervolino,3,yes
Emma_Bonino,10,yes
Emma_Bonino,11,yes
Emma_Bonino,12,yes
Emma_Bonino,15,yes
Emma_Bonino,7,yes
Emma_Bonino,8,yes
Emma_Bonino,9,yes
Luciana_Castellina,11,yes
Luciana_Castellina,7,yes
Luciana_Castellina,8,yes
Luciana_Castellina,9,yes
Paola_Cavigliasso,10,yes
Paola_Cavigliasso,7,yes
Paola_Cavigliasso,8,yes
Paola_Cavigliasso,9,yes
Adele_Faccio,10,yes
Adele_Faccio,7,yes
Adele_Faccio,8,yes
Teresa_Mattei,costituente,yes
Angiola_Minella,costituente,yes
Angiola_Minella,1,yes
Angiola_Minella,3,yes
Margherita_Boniver,10,yes
Margherita_Boniver,15,yes
Margherita_Boniver,16,yes
Carla_Castellani,14,yes
Carla_Castellani,15,yes
Carla_Castellani,16,yes
Edda_Fagni,10,yes
Edda_Fagni,9,yes
Maria_Grazia_Siliquini,15,yes
Maria_Grazia_Siliquini,16,yes
Mariapia_Garavaglia,10,yes
Mariapia_Garavaglia,11,yes
Mariapia_Garavaglia,8,yes
Mariapia_Garavaglia,9,yes
Laura_Balbo,10,yes
Laura_Balbo,9,yes
Flora_Calvanese,10,yes
Flora_Calvanese,9,yes
Adriana_Ceci,10,yes
Adriana_Ceci,9,yes
Vanda_Dignani,10,yes
Vanda_Dignani,9,yes
Laura_Fincato,10,yes
Laura_Fincato,11,yes
Laura_Fincato,15,yes
Laura_Fincato,9,yes
Bianca_Gelli,10,yes
